"lhs";"op";"rhs";"mi";"epc";"sepc.lv";"sepc.all";"sepc.nox"
"347";"preço";"=~";"Q8";0,705324357147193;-0,0764238979226657;-0,0764238979226657;-0,0511380512686754;-0,0511380512686754
"348";"preço";"=~";"Q9";0,0725944442909768;-0,0151350041381256;-0,0151350041381256;-0,0201326796429108;-0,0201326796429108
"349";"preço";"=~";"Q10";0,0344300731168857;-0,0143745908205175;-0,0143745908205175;-0,0142974994705114;-0,0142974994705114
"350";"preço";"=~";"Q11";0,296405681604777;0,0338853277416148;0,0338853277416148;0,038898303431062;0,038898303431062
"351";"preço";"=~";"Q12";0,409621627606366;-0,0471391696022903;-0,0471391696022903;-0,0445108947532347;-0,0445108947532347
"352";"preço";"=~";"Q13";17,0838424347495;0,345320596723211;0,345320596723211;0,292252426464405;0,292252426464405
"353";"preço";"=~";"Q14";12,0564662830096;-0,262470056268365;-0,262470056268365;-0,245769988013698;-0,245769988013698
"354";"preço";"=~";"Q15";2,30757939634645;-0,132907249520788;-0,132907249520788;-0,105160418135156;-0,105160418135156
"355";"preço";"=~";"Q16";7,02081153069886;-0,17118846335366;-0,17118846335366;-0,172755663245787;-0,172755663245787
"356";"preço";"=~";"Q17";3,96363967627952;0,146705791972783;0,146705791972783;0,133877228689411;0,133877228689411
"357";"preço";"=~";"Q18";0,700739358494475;0,067088531508769;0,067088531508769;0,0552315128577361;0,0552315128577361
"358";"preço";"=~";"Q20";0,0743126176358619;0,0164508192547293;0,0164508192547293;0,016229053418672;0,016229053418672
"359";"preço";"=~";"Q21";0,341262133440458;-0,0374850814093334;-0,0374850814093334;-0,0340050580087887;-0,0340050580087887
"360";"preço";"=~";"Q22";0,110655881901944;0,0199870493881043;0,0199870493881043;0,0195773215753127;0,0195773215753127
"361";"preço";"=~";"Q23";0,941796997372012;0,0674665407593016;0,0674665407593016;0,0860613067375554;0,0860613067375554
"362";"preço";"=~";"Q24";5,305627747512;-0,198880583764405;-0,198880583764405;-0,18522035544725;-0,18522035544725
"363";"preço";"=~";"Q25";4,63394078293253;0,184795111791312;0,184795111791312;0,177484179414301;0,177484179414301
"364";"preço";"=~";"Q26";10,3499207158191;0,231655714277989;0,231655714277989;0,221383261217104;0,221383261217104
"365";"preço";"=~";"Q27";1,50219365213012;-0,071408485539368;-0,071408485539368;-0,0878947512028945;-0,0878947512028945
"366";"preço";"=~";"Q28";0,199056088804355;-0,026288500013295;-0,026288500013295;-0,033649563822809;-0,033649563822809
"367";"preço";"=~";"Q32";11,4321482874647;-0,250839201932318;-0,250839201932318;-0,252391546684779;-0,252391546684779
"368";"preço";"=~";"Q33";15,9612410585542;0,312457379914788;0,312457379914788;0,292349309238978;0,292349309238978
"369";"preço";"=~";"Q34";0,795265929721805;-0,082941711815548;-0,082941711815548;-0,0780131875199002;-0,0780131875199002
"370";"preço";"=~";"Q35";3,79216830629858;-0,0913551392096358;-0,0913551392096358;-0,109964481314917;-0,109964481314917
"371";"preço";"=~";"Q36";2,22405432580738;-0,0650343918148983;-0,0650343918148983;-0,0811926339563032;-0,0811926339563032
"372";"preço";"=~";"Q37";1,44451157689102;-0,0475947997412775;-0,0475947997412775;-0,063133474914142;-0,063133474914142
"373";"preço";"=~";"Q38";1,09255596770386;-0,040229750713843;-0,040229750713843;-0,0517352244560344;-0,0517352244560344
"374";"preço";"=~";"Q39";10,9730810835817;0,183805293825235;0,183805293825235;0,174286080806277;0,174286080806277
"375";"preço";"=~";"Q40";6,30787541930636;0,115149773540047;0,115149773540047;0,123141686546919;0,123141686546919
"376";"preço";"=~";"Q41";2,05084252502113;0,0726583034478654;0,0726583034478654;0,0798264355293167;0,0798264355293167
"377";"resistencia";"=~";"Q6";0,193679293391172;0,0368395485996753;0,0368395485996753;0,0307016735691718;0,0307016735691718
"378";"resistencia";"=~";"Q7";1,49326584350239;0,10971708016813;0,10971708016813;0,0933319453364473;0,0933319453364473
"379";"resistencia";"=~";"Q8";3,5004133510667;-0,195180374029877;-0,195180374029877;-0,130602393296912;-0,130602393296912
"380";"resistencia";"=~";"Q9";0,0562461091238525;-0,0131439852568462;-0,0131439852568462;-0,0174842135484212;-0,0174842135484212
"381";"resistencia";"=~";"Q10";0,822454611110088;0,069376785714308;0,069376785714308;0,0690047159881793;0,0690047159881793
"382";"resistencia";"=~";"Q11";0,671894596264662;-0,0501307879883946;-0,0501307879883946;-0,057547107623693;-0,057547107623693
"383";"resistencia";"=~";"Q12";0,409678282416882;-0,0674175519203447;-0,0674175519203447;-0,0636586427670418;-0,0636586427670418
"384";"resistencia";"=~";"Q13";1,58202733610409;0,154930505404858;0,154930505404858;0,131121098965954;0,131121098965954
"385";"resistencia";"=~";"Q14";0,785331674805276;-0,0944031653720472;-0,0944031653720472;-0,0883966161771254;-0,0883966161771254
"386";"resistencia";"=~";"Q15";0,0196717152485263;-0,0178108856363513;-0,0178108856363513;-0,0140925358671514;-0,0140925358671514
"387";"resistencia";"=~";"Q16";3,0784999186807;-0,179129818200499;-0,179129818200499;-0,180769719781838;-0,180769719781838
"388";"resistencia";"=~";"Q17";0,070877777124227;-0,0310921293146988;-0,0310921293146988;-0,0283733044941874;-0,0283733044941874
"389";"resistencia";"=~";"Q18";7,64093887672906;0,34154617752644;0,34154617752644;0,281182367109891;0,281182367109891
"390";"resistencia";"=~";"Q20";0,807286664572828;0,0587865059502673;0,0587865059502673;0,0579940324303117;0,0579940324303117
"391";"resistencia";"=~";"Q21";3,13147639638373;-0,125238528606361;-0,125238528606361;-0,113611689506275;-0,113611689506275
"392";"resistencia";"=~";"Q22";0,886359226452151;0,0628182736282689;0,0628182736282689;0,0615305200755922;0,0615305200755922
"393";"resistencia";"=~";"Q23";0,511824974571895;-0,0561875729974082;-0,0561875729974082;-0,0716736903974442;-0,0716736903974442
"394";"resistencia";"=~";"Q24";2,60087650996565;0,163296859206366;0,163296859206366;0,152080719661664;0,152080719661664
"395";"resistencia";"=~";"Q25";2,24246642653409;-0,150763911156097;-0,150763911156097;-0,144799333691512;-0,144799333691512
"396";"resistencia";"=~";"Q26";65,3008359070771;0,822864918580674;0,822864918580674;0,786376108978398;0,786376108978398
"397";"resistencia";"=~";"Q27";0,737790853322496;-0,0777109395010404;-0,0777109395010404;-0,0956522693570008;-0,0956522693570008
"398";"resistencia";"=~";"Q28";13,9234115391739;-0,342852535529421;-0,342852535529421;-0,438854946850316;-0,438854946850316
"399";"resistencia";"=~";"Q30";1,92771817751325;0,134750210591162;0,134750210591162;0,136171745264142;0,136171745264142
"400";"resistencia";"=~";"Q31";1,92763247418567;-0,112975000157058;-0,112975000157058;-0,11122499810355;-0,11122499810355
"401";"resistencia";"=~";"Q35";1,31235648170443;-0,0975620345565572;-0,0975620345565572;-0,117435741643621;-0,117435741643621
"402";"resistencia";"=~";"Q36";0,000943315254816749;-0,00244566264071589;-0,00244566264071589;-0,00305330435215605;-0,00305330435215605
"403";"resistencia";"=~";"Q37";6,65219717394642;-0,187929596345794;-0,187929596345794;-0,249284554636589;-0,249284554636589
"404";"resistencia";"=~";"Q38";2,96117507514642;-0,124250417908845;-0,124250417908845;-0,159785311745874;-0,159785311745874
"405";"resistencia";"=~";"Q39";7,52679000862161;0,211680200997274;0,211680200997274;0,200717356112596;0,200717356112596
"406";"resistencia";"=~";"Q40";0,153801967035015;-0,026593874712316;-0,026593874712316;-0,0284396094166274;-0,0284396094166274
"407";"resistencia";"=~";"Q41";15,4933391597822;0,266553197256753;0,266553197256753;0,29285010255183;0,29285010255183
"408";"atitude";"=~";"Q6";0,108790764407809;-0,0113087602991982;-0,024946492884519;-0,020790132082208;-0,020790132082208
"409";"atitude";"=~";"Q7";1,11523004788985;0,0379416041204215;0,0836970571641212;0,0711977492665021;0,0711977492665021
"410";"atitude";"=~";"Q8";0,837285692846582;-0,0391972629707943;-0,0864669703771927;-0,057858241785447;-0,057858241785447
"411";"atitude";"=~";"Q9";0,96201851062211;-0,0258286252695667;-0,0569765031229674;-0,0757905101365944;-0,0757905101365944
"412";"atitude";"=~";"Q10";1,75444132799134;0,048281077738563;0,106505357828424;0,105934166486674;0,105934166486674
"413";"atitude";"=~";"Q11";0,163668930516658;-0,0116076065010234;-0,0256057308955969;-0,0293938278403555;-0,0293938278403555
"414";"atitude";"=~";"Q12";0,897937982791678;-0,0420002549695343;-0,0926502139955839;-0,0874844414701302;-0,0874844414701302
"415";"atitude";"=~";"Q13";3,63003773855872;-0,0966221005897648;-0,213142951223465;-0,180387573952825;-0,180387573952825
"416";"atitude";"=~";"Q14";0,617787548309144;0,0354781092081879;0,078262725135398;0,0732831367200968;0,0732831367200968
"417";"atitude";"=~";"Q15";5,83604246722938;0,128066186772038;0,282506847128296;0,22352834986183;0,22352834986183
"418";"atitude";"=~";"Q16";0,0907924418869871;0,0130675984700837;0,028826391543095;0,0290902920234878;0,0290902920234878
"419";"atitude";"=~";"Q17";1,76384344039916;-0,0655645191521956;-0,144631663173826;-0,131984470320329;-0,131984470320329
"420";"atitude";"=~";"Q18";2,42209241776297;0,0832213364038206;0,183581614740325;0,151135970440028;0,151135970440028
"421";"atitude";"=~";"Q20";0,0115671418428211;-0,00323777085143316;-0,00714234145653501;-0,00704605887631884;-0,00704605887631884
"422";"atitude";"=~";"Q21";0,574874542662859;-0,0249391360157189;-0,0550143395652568;-0,0499069426528164;-0,0499069426528164
"423";"atitude";"=~";"Q22";0,511708330121913;0,0222274771128823;0,0490325716494887;0,0480274203664059;0,0480274203664059
"424";"atitude";"=~";"Q23";3,61076948770072;-0,0504466390276233;-0,111282464943548;-0,141953540854954;-0,141953540854954
"425";"atitude";"=~";"Q24";1,36816398539252;0,0389386594672226;0,0858965055082698;0,0799966541769871;0,0799966541769871
"426";"atitude";"=~";"Q25";0,893483664211848;-0,0311748281260081;-0,0687699276884228;-0,0660492264424408;-0,0660492264424408
"427";"atitude";"=~";"Q26";29,7905628190204;0,302295109181844;0,66684610785892;0,637275737176873;0,637275737176873
"428";"atitude";"=~";"Q27";1,16569318530531;-0,0601867619238781;-0,132768631428391;-0,163421276040278;-0,163421276040278
"429";"atitude";"=~";"Q28";5,8767514200611;-0,138286606552982;-0,305052521684703;-0,390470521047109;-0,390470521047109
"430";"atitude";"=~";"Q30";2,81561203269496;0,0558435291846276;0,123187702859837;0,124487259944993;0,124487259944993
"431";"atitude";"=~";"Q31";2,78646032249204;-0,0465790529784984;-0,102750786377366;-0,101159159142049;-0,101159159142049
"432";"atitude";"=~";"Q32";0,242267555698555;0,0270205434324837;0,0596058079436068;0,0599746847478092;0,0599746847478092
"433";"atitude";"=~";"Q33";0,340746744558161;0,0348337644329915;0,0768413365902051;0,0718962428708601;0,0718962428708601
"434";"atitude";"=~";"Q34";0,684044760047133;-0,0624214958421066;-0,137698329495635;-0,129516082619677;-0,129516082619677
"435";"atitude";"=~";"Q39";1,4458460934227;0,0586685968857952;0,129419644243408;0,122717045331529;0,122717045331529
"436";"atitude";"=~";"Q40";14,7028131286833;-0,182563817406202;-0,402725573042464;-0,430676541997504;-0,430676541997504
"437";"atitude";"=~";"Q41";8,0401339914319;0,115092000733776;0,253886518186594;0,27893378752405;0,27893378752405
"438";"intençao.compra";"=~";"Q6";0,36153519881109;0,0288530741414238;0,0432136617811306;0,036013789206542;0,036013789206542
"439";"intençao.compra";"=~";"Q7";0,230836141355866;0,0223749393005061;0,0335112665834534;0,0285066982837051;0,0285066982837051
"440";"intençao.compra";"=~";"Q8";2,25143946830672;-0,0902328351426871;-0,135143007649589;-0,0904291751878574;-0,0904291751878574
"441";"intençao.compra";"=~";"Q9";0,000882223554390404;-0,00107795153832861;-0,00161446343517708;-0,00214756962330364;-0,00214756962330364
"442";"intençao.compra";"=~";"Q10";0,0161179557216112;0,00625929576265589;0,00937463678045808;0,00932436032986228;0,00932436032986228
"443";"intençao.compra";"=~";"Q11";0,453833706360792;-0,0275830036425596;-0,0413114590311881;-0,0474230522670006;-0,0474230522670006
"444";"intençao.compra";"=~";"Q12";1,59012720234559;-0,0660511367105533;-0,0989257320755014;-0,0934100639860528;-0,0934100639860528
"445";"intençao.compra";"=~";"Q13";0,00820880574356602;0,00506065118724256;0,00757940965755913;0,00641462132467266;0,00641462132467266
"446";"intençao.compra";"=~";"Q14";1,92522767471396;-0,0756272596667043;-0,113268028378949;-0,106061172740277;-0,106061172740277
"447";"intençao.compra";"=~";"Q15";0,358091324163876;0,0365735204227419;0,0547766845898955;0,0433410447985382;0,0433410447985382
"448";"intençao.compra";"=~";"Q16";0,0588611023507057;-0,0112607181891119;-0,0168653386759327;-0,0170197378476748;-0,0170197378476748
"449";"intençao.compra";"=~";"Q17";3,86568773084335e-05;0,000314503467938855;0,000471036341773725;0,000429846969234615;0,000429846969234615
"450";"intençao.compra";"=~";"Q18";1,57907999799852;0,0775441936364355;0,116139047800266;0,0956129932733312;0,0956129932733312
"451";"intençao.compra";"=~";"Q20";0,431380504251732;0,0275670717296006;0,0412875975773007;0,0407310186948906;0,0407310186948906
"452";"intençao.compra";"=~";"Q21";0,154404492005118;-0,0175407841113256;-0,0262710832214029;-0,0238321400223793;-0,0238321400223793
"453";"intençao.compra";"=~";"Q22";0,00281924684400099;-0,00219248512649743;-0,00328371632957457;-0,00321640124552092;-0,00321640124552092
"454";"intençao.compra";"=~";"Q23";1,68783756269659;-0,0488173833454698;-0,0731144931937166;-0,093265917518349;-0,093265917518349
"455";"intençao.compra";"=~";"Q24";0,825403880392562;0,0385347662152198;0,0577140704618615;0,0537499460375521;0,0537499460375521
"456";"intençao.compra";"=~";"Q25";0,427730372852825;0,0269324626697632;0,0403371345125806;0,0387413019180642;0,0387413019180642
"457";"intençao.compra";"=~";"Q26";18,212218367895;0,258481351521117;0,387131216819862;0,369964417090446;0,369964417090446
"458";"intençao.compra";"=~";"Q27";0,0680278947978552;-0,0123738102358342;-0,0185324325530897;-0,0228110642052507;-0,0228110642052507
"459";"intençao.compra";"=~";"Q28";0,857363347771867;0,0422340156458514;0,0632544892385855;0,0809664291091738;0,0809664291091738
"460";"intençao.compra";"=~";"Q30";12,2689993469284;0,147092178255095;0,220302058997578;0,222626114848921;0,222626114848921
"461";"intençao.compra";"=~";"Q31";0,0158271600628488;0,00499394969573669;0,00747950987980569;0,00736365099393984;0,00736365099393984
"462";"intençao.compra";"=~";"Q32";0,370339920493536;0,0331091579119141;0,0495880593121748;0,0498949402265814;0,0498949402265814
"463";"intençao.compra";"=~";"Q33";16,0117175667271;0,228995701347942;0,342970136869251;0,32089842982959;0,32089842982959
"464";"intençao.compra";"=~";"Q34";0,204341773077452;-0,0235542776284931;-0,0352775784634754;-0,0331813304027226;-0,0331813304027226
"465";"intençao.compra";"=~";"Q35";5,96322847412852;-0,121545692010711;-0,182040721198699;-0,219123014402859;-0,219123014402859
"466";"intençao.compra";"=~";"Q36";0,395195233377947;0,0291161105802147;0,0436076152172985;0,0544422272775731;0,0544422272775731
"467";"intençao.compra";"=~";"Q37";5,99522768033113;-0,103123425334244;-0,154449428933044;-0,204873834957881;-0,204873834957881
"468";"intençao.compra";"=~";"Q38";2,86569389243311;-0,0694184672707677;-0,103969031213095;-0,133703566908633;-0,133703566908633
"469";"Q6";"~~";"Q7";7,54171941697006;-0,298320342441211;-0,298320342441211;-0,523539769721543;-0,523539769721543
"470";"Q6";"~~";"Q8";2,7896189261576;0,168749805660526;0,168749805660526;0,168943309915533;0,168943309915533
"471";"Q6";"~~";"Q9";1,2663981390964;-0,0470857229735346;-0,0470857229735346;-0,084012634676773;-0,084012634676773
"472";"Q6";"~~";"Q10";1,11401531898001;-0,0587483024058938;-0,0587483024058938;-0,0805591034112005;-0,0805591034112005
"473";"Q6";"~~";"Q11";1,34780471801816;-0,0574965443539461;-0,0574965443539461;-0,0827358794039583;-0,0827358794039583
"474";"Q6";"~~";"Q12";0,191705061880044;-0,0243549511356727;-0,0243549511356727;-0,0309430795162476;-0,0309430795162476
"475";"Q6";"~~";"Q13";1,6934098151703;0,0740212795482689;0,0740212795482689;0,0977037504712797;0,0977037504712797
"476";"Q6";"~~";"Q14";0,00789184133671395;0,00522057237273412;0,00522057237273412;0,00615136850424926;0,00615136850424926
"477";"Q6";"~~";"Q15";1,15266150315107;-0,0685777312917241;-0,0685777312917241;-0,0775407156793557;-0,0775407156793557
"478";"Q6";"~~";"Q16";0,163738452347253;0,0188959586271892;0,0188959586271892;0,0296536249797545;0,0296536249797545
"479";"Q6";"~~";"Q17";0,213696263810914;0,0230289006899589;0,0230289006899589;0,0347665600238535;0,0347665600238535
"480";"Q6";"~~";"Q18";0,563164442609094;-0,0486567532529889;-0,0486567532529889;-0,0520685702759114;-0,0520685702759114
"481";"Q6";"~~";"Q20";1,26943982355308;0,0569203227570781;0,0569203227570781;0,0826619109949599;0,0826619109949599
"482";"Q6";"~~";"Q21";0,0749066357772928;-0,0142692773488551;-0,0142692773488551;-0,0213037515596122;-0,0213037515596122
"483";"Q6";"~~";"Q22";0,583816186537163;-0,0361100015162223;-0,0361100015162223;-0,0627781324735839;-0,0627781324735839
"484";"Q6";"~~";"Q23";0,00417734616948241;0,00301294888765222;0,00301294888765222;0,00436502346876511;0,00436502346876511
"485";"Q6";"~~";"Q24";5,38173189171274;0,11163234555136;0,11163234555136;0,182782262258264;0,182782262258264
"486";"Q6";"~~";"Q25";2,6811774505869;-0,0753257484924974;-0,0753257484924974;-0,132307308656583;-0,132307308656583
"487";"Q6";"~~";"Q26";2,78498199872758;0,100947650510843;0,100947650510843;0,11429595684712;0,11429595684712
"488";"Q6";"~~";"Q27";0,0815325601859969;0,0120667048833342;0,0120667048833342;0,0213410961992504;0,0213410961992504
"489";"Q6";"~~";"Q28";0,39615112979124;0,0251643257035767;0,0251643257035767;0,0484386721353834;0,0484386721353834
"490";"Q6";"~~";"Q30";0,0023438442685117;-0,00218638575927266;-0,00218638575927266;-0,00478800813648988;-0,00478800813648988
"491";"Q6";"~~";"Q31";1,81887656736682;0,0651849142761839;0,0651849142761839;0,100898166232925;0,100898166232925
"492";"Q6";"~~";"Q32";0,595150344025239;0,0407421836280909;0,0407421836280909;0,0536132702896767;0,0536132702896767
"493";"Q6";"~~";"Q33";0,0164429718582984;0,00700586001952951;0,00700586001952951;0,00903501993454371;0,00903501993454371
"494";"Q6";"~~";"Q34";0,042665526384839;-0,00929620306750078;-0,00929620306750078;-0,0175992482612128;-0,0175992482612128
"495";"Q6";"~~";"Q35";0,0250514832661148;0,00599203282402196;0,00599203282402196;0,0112382926944423;0,0112382926944423
"496";"Q6";"~~";"Q36";5,09833808060632;-0,0789065190707424;-0,0789065190707424;-0,162640362423502;-0,162640362423502
"497";"Q6";"~~";"Q37";0,0025433105243279;0,00158541786129681;0,00158541786129681;0,00369998257084109;0,00369998257084109
"498";"Q6";"~~";"Q38";0,83783265219415;-0,0270401643974333;-0,0270401643974333;-0,0712558401610847;-0,0712558401610847
"499";"Q6";"~~";"Q39";0,724193343511459;-0,0394475803129589;-0,0394475803129589;-0,0641069034205657;-0,0641069034205657
"500";"Q6";"~~";"Q40";3,40914048790629;0,0702455615991842;0,0702455615991842;0,156297245282347;0,156297245282347
"501";"Q6";"~~";"Q41";0,224929143674014;-0,0201778586562532;-0,0201778586562532;-0,0343878232394278;-0,0343878232394278
"502";"Q7";"~~";"Q8";0,865013037507732;0,121433543141122;0,121433543141122;0,168264992322633;0,168264992322633
"503";"Q7";"~~";"Q9";0,664528996993087;0,031061019542135;0,031061019542135;0,0767058442415143;0,0767058442415143
"504";"Q7";"~~";"Q10";0,472667649774491;0,0350816200462098;0,0350816200462098;0,0665819221848229;0,0665819221848229
"505";"Q7";"~~";"Q11";0,321025113186613;0,0252199215407044;0,0252199215407044;0,0502288529927009;0,0502288529927009
"506";"Q7";"~~";"Q12";0,451807182748598;-0,0336020992451415;-0,0336020992451415;-0,059088105661385;-0,059088105661385
"507";"Q7";"~~";"Q13";0,00953700789216557;0,00509297416363402;0,00509297416363402;0,0093042957321523;0,0093042957321523
"508";"Q7";"~~";"Q14";0,27693652427236;-0,0276229957772801;-0,0276229957772801;-0,0450486506359192;-0,0450486506359192
"509";"Q7";"~~";"Q15";2,37764261273461;0,0891260700496536;0,0891260700496536;0,139479003049332;0,139479003049332
"510";"Q7";"~~";"Q16";0,965542035566078;-0,0419494514940269;-0,0419494514940269;-0,0911155569242269;-0,0911155569242269
"511";"Q7";"~~";"Q17";0,0106915482176004;0,00476202173810448;0,00476202173810448;0,0099503251861214;0,0099503251861214
"512";"Q7";"~~";"Q18";0,641976667351983;0,0465046849016823;0,0465046849016823;0,0688789659565484;0,0688789659565484
"513";"Q7";"~~";"Q20";1,26143737326415;-0,050664766144561;-0,050664766144561;-0,101836042932949;-0,101836042932949
"514";"Q7";"~~";"Q21";0,586167158847804;-0,0358659629856173;-0,0358659629856173;-0,0741129314050056;-0,0741129314050056
"515";"Q7";"~~";"Q22";0,881458484652226;0,0401261438753339;0,0401261438753339;0,0965529833557536;0,0965529833557536
"516";"Q7";"~~";"Q23";0,165147351836027;-0,0168255291617472;-0,0168255291617472;-0,0337381244874478;-0,0337381244874478
"517";"Q7";"~~";"Q24";0,681269836066564;-0,0371745208370126;-0,0371745208370126;-0,0842455099591781;-0,0842455099591781
"518";"Q7";"~~";"Q25";1,9709033733525;0,060920856347129;0,060920856347129;0,148102968994279;0,148102968994279
"519";"Q7";"~~";"Q26";2,14169697103623;0,0788083314719864;0,0788083314719864;0,123499207561227;0,123499207561227
"520";"Q7";"~~";"Q27";0,179658973823947;0,0164142413985687;0,0164142413985687;0,0401796578587689;0,0401796578587689
"521";"Q7";"~~";"Q28";4,23846915778711;-0,0762870106503396;-0,0762870106503396;-0,203242680768894;-0,203242680768894
"522";"Q7";"~~";"Q30";0,266931201753757;-0,0218447649208274;-0,0218447649208274;-0,066211412244104;-0,066211412244104
"523";"Q7";"~~";"Q31";0,480941912800038;-0,0300488025589207;-0,0300488025589207;-0,0643755170999928;-0,0643755170999928
"524";"Q7";"~~";"Q32";2,01263145892386;-0,0668731384151005;-0,0668731384151005;-0,12179713948342;-0,12179713948342
"525";"Q7";"~~";"Q33";0,597727763334357;0,0378299232194257;0,0378299232194257;0,0675243644492467;0,0675243644492467
"526";"Q7";"~~";"Q34";0,914805662947683;0,0408964796410146;0,0408964796410146;0,107159783446253;0,107159783446253
"527";"Q7";"~~";"Q35";0,152232808849474;0,0131601728062485;0,0131601728062485;0,0341621451076227;0,0341621451076227
"528";"Q7";"~~";"Q36";0,391063193351791;-0,0195011675004628;-0,0195011675004628;-0,055633123874005;-0,055633123874005
"529";"Q7";"~~";"Q37";0,0328358481056776;0,00509412633574143;0,00509412633574143;0,0164544370666868;0,0164544370666868
"530";"Q7";"~~";"Q38";1,84824554551418;0,0361762810114756;0,0361762810114756;0,131944849443692;0,131944849443692
"531";"Q7";"~~";"Q39";0,049438420808453;-0,00913781303096771;-0,00913781303096771;-0,0205534193918059;-0,0205534193918059
"532";"Q7";"~~";"Q40";1,78401377064642;-0,0450820465810548;-0,0450820465810548;-0,138833235215518;-0,138833235215518
"533";"Q7";"~~";"Q41";3,33060127297583;0,0688243298383811;0,0688243298383811;0,162341288023288;0,162341288023288
"534";"Q8";"~~";"Q9";0,0183892214311081;0,00713419890750498;0,00713419890750498;0,0100505278080088;0,0100505278080088
"535";"Q8";"~~";"Q10";0,0070872653871597;0,00589081394784723;0,00589081394784723;0,00637797633015882;0,00637797633015882
"536";"Q8";"~~";"Q11";0,114566339836728;0,0210844983629861;0,0210844983629861;0,023955415669613;0,023955415669613
"537";"Q8";"~~";"Q12";0,0846544952067284;0,0203560683016019;0,0203560683016019;0,0204201282133129;0,0204201282133129
"538";"Q8";"~~";"Q13";0,00491234134771137;-0,0050116848233222;-0,0050116848233222;-0,00522308017420706;-0,00522308017420706
"539";"Q8";"~~";"Q14";1,0114772144557;0,0743497306261614;0,0743497306261614;0,06917056413813;0,06917056413813
"540";"Q8";"~~";"Q15";4,06204600992345;-0,161890533146765;-0,161890533146765;-0,144529479703255;-0,144529479703255
"541";"Q8";"~~";"Q16";0,0920754913980008;-0,0178143116811017;-0,0178143116811017;-0,0220732459485992;-0,0220732459485992
"542";"Q8";"~~";"Q17";1,08813654582192;-0,0653122114345837;-0,0653122114345837;-0,0778522552714571;-0,0778522552714571
"543";"Q8";"~~";"Q18";5,09489878121253;0,184094555590325;0,184094555590325;0,155547045310337;0,155547045310337
"544";"Q8";"~~";"Q20";0,723889042103123;-0,0540730864692416;-0,0540730864692416;-0,0620022630320705;-0,0620022630320705
"545";"Q8";"~~";"Q21";1,49629885146042;0,080216891056073;0,080216891056073;0,094560166885232;0,094560166885232
"546";"Q8";"~~";"Q22";0,439864144319824;0,039417870680858;0,039417870680858;0,0541081070076671;0,0541081070076671
"547";"Q8";"~~";"Q23";0,646651286946947;-0,0471646486827039;-0,0471646486827039;-0,0539510270978567;-0,0539510270978567
"548";"Q8";"~~";"Q24";1,24321238092409;-0,0673555638604195;-0,0673555638604195;-0,0870774632741618;-0,0870774632741618
"549";"Q8";"~~";"Q25";0,0148247150406877;-0,00702886174251227;-0,00702886174251227;-0,00974795856919012;-0,00974795856919012
"550";"Q8";"~~";"Q26";1,18590580553095;-0,0828757965867161;-0,0828757965867161;-0,0740884761734847;-0,0740884761734847
"551";"Q8";"~~";"Q27";2,26706084184088;0,0799945364747541;0,0799945364747541;0,11170603911879;0,11170603911879
"552";"Q8";"~~";"Q28";1,42000567153726;-0,0598808974704297;-0,0598808974704297;-0,0910088290596632;-0,0910088290596632
"553";"Q8";"~~";"Q30";0,372268612497815;-0,0346220505027998;-0,0346220505027998;-0,0598644738329904;-0,0598644738329904
"554";"Q8";"~~";"Q31";1,686197827184;0,0789470186312146;0,0789470186312146;0,0964850892254809;0,0964850892254809
"555";"Q8";"~~";"Q32";0,0119584469980803;-0,00726528723254221;-0,00726528723254221;-0,00754864636672035;-0,00754864636672035
"556";"Q8";"~~";"Q33";0,55159038150262;-0,0510416488668926;-0,0510416488668926;-0,0519733426673401;-0,0519733426673401
"557";"Q8";"~~";"Q34";0,51365219507217;-0,0405137111863443;-0,0405137111863443;-0,0605590199062593;-0,0605590199062593
"558";"Q8";"~~";"Q35";1,00076987284944;0,0476456205990051;0,0476456205990051;0,0705565663546948;0,0705565663546948
"559";"Q8";"~~";"Q36";0,452713753406324;0,0295793217220197;0,0295793217220197;0,0481384335241401;0,0481384335241401
"560";"Q8";"~~";"Q37";0,0948690678900527;0,0121802701740605;0,0121802701740605;0,0224440458713914;0,0224440458713914
"561";"Q8";"~~";"Q38";0,00191151291889284;0,00162433715530292;0,00162433715530292;0,00337968022307089;0,00337968022307089
"562";"Q8";"~~";"Q39";1,92192802821901;0,0808582441541856;0,0808582441541856;0,103752132339074;0,103752132339074
"563";"Q8";"~~";"Q40";0,606659618056909;-0,0372840302189316;-0,0372840302189316;-0,0655003439382242;-0,0655003439382242
"564";"Q8";"~~";"Q41";7,63404437070356;-0,147909077211189;-0,147909077211189;-0,199027336992938;-0,199027336992938
"565";"Q9";"~~";"Q10";0,0312618778385936;-0,0136596793024656;-0,0136596793024656;-0,0263575927967899;-0,0263575927967899
"566";"Q9";"~~";"Q11";0,0892744192262628;-0,0147709013100751;-0,0147709013100751;-0,0299092194256992;-0,0299092194256992
"567";"Q9";"~~";"Q12";1,62578656513382;0,0514304467789984;0,0514304467789984;0,0919480464406964;0,0919480464406964
"568";"Q9";"~~";"Q13";0,0360008306337473;-0,00793239089339441;-0,00793239089339441;-0,0147334581120818;-0,0147334581120818
"569";"Q9";"~~";"Q14";2,11574290437795;-0,0617308512474217;-0,0617308512474217;-0,10235329502843;-0,10235329502843
"570";"Q9";"~~";"Q15";1,80631105196034;0,0625375328071483;0,0625375328071483;0,0995023582651712;0,0995023582651712
