"PA7";"PA8";"PA3";"PA5";"PA22";"PA19";"PA9";"PA6";"PA15";"PA21";"PA16";"PA2";"PA11";"PA10";"PA1";"PA20";"PA4";"PA24";"PA14";"PA23";"PA18";"PA12";"PA13";"PA17"
"Alternative";-0,0415288640512123;0,315685491420341;0,00275892795491262;-0,00171927947497439;0,0288059574378136;0,0325437281335909;0,0121449411560422;-0,00832207952896552;0,0289593619702126;0,00215590478595229;-0,108477660940787;0,0121591197096339;0,114441650083921;-0,00866943372166561;0,099973854192316;-0,0962866103591295;-0,0308656687054467;0,0661407940097698;0,21345941176615;-0,14118457718564;0,155882700495281;0,319449517143308;-0,0291589956537269;-0,0381164350247534
"Latino";0,0504492731397721;-0,103018382390486;-0,0284062319893617;0,00451606791594674;0,100675500842212;-0,0927761822840273;-0,00374091384995261;0,0300684111353812;0,0333270462764198;0,0490664264531824;0,0879820692941469;-0,109822000324286;-0,0834573581174939;-0,0838918112075248;0,0349021457156824;0,457738257320461;-0,0858144223505267;0,00611392102628047;-0,0156665689784477;0,12835638678229;0,0281456449397596;0,223896255666577;-0,0624476499726438;0,109159733515227
"Opera";0,0502998575454871;-0,0115858714442431;-0,0297867669818127;0,0369661655797454;0,773774572567569;-0,02039802258182;0,0165696045894946;-0,00350278969203928;-0,0107608180381482;0,0376787006235262;-0,00809639371324438;-0,00363836019402286;-0,01795690962528;0,0235084203953584;0,0730947049695627;-0,0262199113726186;0,055020615105817;0,0254468162136405;-0,0140366067127147;-0,0569000860178516;-0,0533828102349433;-0,0313294318861569;0,0207665713765015;-0,010277421672779
"Horror";-0,00641812687787815;-0,0661760733789478;-0,034255225196474;-0,0309636946911437;-0,0094949609198085;0,0384012174693279;-0,028545788586132;-0,0144807544137539;0,00318609156285483;0,0578097677862888;0,0106390173302786;-0,0188127920703157;0,00918414926319601;0,781324390847078;-0,0282278064567841;-0,0634339063966037;-0,030320266829968;-0,0542082380592032;0,0200407016557492;0,0993559648039373;0,0708452161016228;0,0546463389817812;-0,0207458616917836;-0,00188350274448147
"Thriller";0,0410809097039605;0,101697578941002;0,0435957884916658;0,0104584412470917;0,045164430530054;-0,0890010474163327;-0,00759372878090927;0,0517067473308841;-0,0354106744950039;-0,033891315128815;-0,0469220969401537;0,0277348305124378;0,0179111004746769;0,697758520169101;0,051363279880279;0,11097100688263;0,0378286307737705;0,0309304221605579;-0,0116859984304142;-0,107169159072912;-0,027251154176326;-0,0548636598296286;-0,00134525060815658;0,00869389157165027
"Comedy";0,0303965180980622;-0,0238429693272311;0,0204022408778577;0,0481339290535954;-0,135737338761552;-0,0150749761346969;-0,041581769581111;0,0667033293258598;0,0163445400495054;-0,0225856755054686;0,0209619063186475;0,0992285630881512;0,0261527637677431;0,0625318746002019;0,0174867942326141;0,0299660650427226;0,0969219580894345;0,0812120093540321;0,0288329012465832;0,611422106584069;-0,0745569071042767;-0,0522113436166669;0,020623915717502;-0,055549923068161
"Romantic";-0,0406223565327822;0,0140533352307388;0,187258548195874;-0,0827504461427149;0,0736597261604995;-0,0265877312295406;0,135350563180342;-0,0735456296427286;0,034389562287515;0,0670060842386775;0,0576203352328971;-0,0280463699315089;0,0120787306912573;-0,0563503807699669;-0,0155483809589698;0,0635107165390502;0,017149678387966;-0,168690194743529;-0,0113718402865937;0,458034225199226;0,103929306913735;0,0138400484656141;-0,0212837834980031;0,159410646185799
"Sci.fi";-0,0708024648363088;0,117283391994381;-0,00440831238985288;-0,150777476424217;0,166351806757801;-0,0184962812560695;0,0462927197120272;-0,107380884636089;0,187440766539184;-0,0680440552441646;0,0291492488851616;0,210590067586624;-0,0383609868954654;0,1442571521783;-0,0335247517240407;0,0956225977410296;-0,00354912232620279;0,187957568354321;0,0305291518013431;0,0491090942920502;-0,0460056639579694;-0,0567217772461533;-0,0151995975576225;-0,134163766590224
"War";-0,0590519568478928;0,0499687314825367;-0,00797549631176736;-0,0873693201876591;0,0602969182319935;0,0810831571256513;0,0804234806182167;0,16677787752022;0,123479219410307;-0,177904148194922;0,119348012442723;-0,0330741298100608;-0,100435157793335;0,132924502077851;-0,123717100051028;-0,0799676411048768;-0,0367558542422399;0,31720269290812;-0,0106791228853633;-0,0466182318267658;-0,11946310782819;0,0618378376690995;-0,108714790708855;0,0789352187133729
"Fantasy.Fairy.tales";0,0861025260094452;0,0723988963579699;0,124048788668916;0,0684734897143953;0,178466665681747;-0,0717189588772722;0,0143010177234052;-0,156217062385116;-0,0923426972512352;-0,0186231445049795;-0,0323971872252828;-0,00815888007036839;-0,0269255915792902;-0,0466963892483231;0,028312467209193;0,0423980570310005;0,0249895424107362;0,165997313922667;-0,0572857712685972;0,368581271837087;0,0501654738461396;0,09184417864207;0,0640487072362751;0,0221757901586332
"Documentary";0,0961018132340539;-0,0234106708033707;-0,0336829278071178;0,00553050396972905;0,105752425697922;-0,0628665175412722;-0,0222718909851994;0,0982034334502475;0,0469818016263995;0,115797908595226;0,0487280266789854;0,0487896415926087;0,0115336548088955;-0,0549882938884356;-0,0547644585562562;-0,0551571180323078;0,00290341972322243;0,552441335821835;0,011197836483161;0,0327283495925859;0,054016741334577;0,043091697090186;-0,0393591126680938;-0,0157824227403501
"Western";-0,086092525943199;0,0988551471994158;0,0560278269739299;-0,0580935504351289;0,115458672546617;-0,0279805149897852;-0,00781764456878531;0,0361999444056167;0,185293021342446;-0,0879724979642598;0,168029387319577;0,0705515188867974;-0,104627109909487;0,0226867022462531;-0,0689790195097872;-0,0190064352928933;-0,0128187831705459;0,237598889738912;-0,0655587141424997;-0,0331663811920147;-0,172478308593551;0,160213416077281;-0,108514605092566;-0,0481884286671297
"Action";-0,0971515660677469;0,0579650014525878;0,0611567944552439;0,020680598785313;0,0695657633491237;0,00995928692061047;0,0365772321901376;0,0554649222833785;0,00183980133595944;-0,14198272413021;0,102634598228915;0,264899213049032;-0,077602791053477;0,0944163550542927;-0,0318542809436616;0,118128038710298;0,0856866802352889;0,275882176775164;-0,076607874312394;0,0181673399002752;-0,138459124486283;-0,176061539365161;-0,0160669051178721;-0,10639825817991
"History";-0,0349045588363912;0,0225234510848469;-0,0453667595512137;-0,0228550257016302;0,121372730907094;-0,0149707674309563;0,0393695007889745;0,426780596020822;-0,0309567682223862;-0,0029610911728174;0,11622984654783;-0,106211508750768;-0,0145911386754049;0,0262806629781404;0,054790279265648;-0,0864767264443101;-0,00843501894283215;0,326998704686021;-0,0117503342358988;0,0247779952856931;0,144125150503714;-0,0261536083724871;-0,0234167510048901;-0,0287713598004397
"Psychology";0,0818084414232653;0,0163142906084697;0,0192655998658449;-0,0725091660331742;-0,0319908786566895;0,0152444782629706;0,0565246804247342;0,155661768503028;0,0947701430508187;-0,0417627580744575;0,0147211481816986;-0,0572333149859383;-0,0678395513391938;0,0561584031312234;0,114854503970904;0,00941178713321738;0,0821636860344495;0,0489353976752901;-0,0295049020694373;-0,000260845945525801;0,511851000017198;0,011682132659724;-0,0613954958501678;0,0326409495266518
"Politics";-0,0575591562875034;0,0100159878262611;-0,0656903203249982;0,0404503776825445;0,0283102611504785;0,0525354214105282;0,0573798301931383;0,687875950197731;0,0917981922473946;0,0224662088177547;-0,00323488868517349;-0,0129279824529266;-0,0967713289995571;0,0622877538702132;-0,010335287697794;-0,0412678076281162;-0,0407535906475832;0,02751059706742;-0,00269393683200377;-0,00881877008069764;0,0269048634116877;-0,0353151725183559;0,000194492414887497;0,0454834059710035
"Mathematics";-0,0334123228933896;0,0272071229881287;-0,0412358494949277;0,0169405485508327;-0,0462269136417512;-0,054493805213217;0,0437640712961036;0,0233934317329289;0,694413056867075;0,0477831071478288;-0,031138953799855;0,059726870423265;0,0158322201903715;0,00749335494383189;-0,00448602220514147;0,0431333494020641;0,0474860231946815;-0,0534502085814101;0,0447522540341658;0,0611609258586543;0,0219173570540439;0,000279398021937896;-0,00893369003727985;0,0097957083537344
"Physics";0,130625493336996;-0,000970573943298662;-0,0297194665192378;0,0465971436580837;0,0322868073926526;0,0423096994638327;-0,0308609449167482;-0,0208513658838638;0,779795861330269;0,00987644287064832;0,0136744691845411;0,065653243534172;-0,0267460983301829;-0,0216246946033367;0,0208133365780675;-0,015283879531634;-0,00804194527858458;0,0365075108552322;-0,0374535614109283;-0,0330957486568059;0,0226429880694269;0,00556937788351643;0,0269064017394485;-0,0101689778057528
"Internet";-0,0712365414378722;0,0352121934917661;0,0848213324885534;-0,0229444081747126;-0,0453142428614615;0,0176739974214419;-0,0116539559459029;0,107861305101333;0,0890100150060651;-0,124642904481998;-0,129971388649761;0,552033274906801;0,0458132603028081;-0,0418355146967761;-0,0844462953549985;0,0107449075260658;-0,0235716700641637;-0,0380296425437076;0,0492643299495192;0,111161431718955;0,0714943695271729;-0,0174568027629906;-0,0723309047610977;0,11365180573223
"PC";-0,0565654156871346;0,00822242978081724;-0,0532413339206874;-0,0386033666526166;0,0237700208674431;-0,026125100623792;-0,0452651811682282;-0,00917718409141595;0,164770107797414;0,0547565734985957;0,0298161976445881;0,662755977709042;-0,0156558380524159;0,0995766752584789;-0,0353438436617081;-0,0385599142968144;-0,0201302116643635;0,00497838221992966;-0,00306747227045798;0,0206877203077067;-0,0406474093430288;0,0253075987638299;-0,0311670003927828;-0,0365577723286072
"Biology";0,863951229498969;0,00833275545679631;0,0331373404199938;0,0110511523826789;-0,00171612933292108;0,0132726186653464;0,0210658498921776;-0,0389925405685548;0,00319771076154321;-0,00894979492640045;-0,0027839815998284;0,00219743112994874;0,0473774865830472;-0,00337028564655697;0,0151965562109346;0,0191560784979055;-0,0108233333729727;0,0295246518295111;-0,000951673847544032;0,0141795674422441;0,0390296641794355;-0,00940787102189695;0,0321972205953384;-0,0237111398929475
"Chemistry";0,753766227038079;0,0324167840573906;-0,0132674113804181;0,00352242618617136;-0,0130520908654782;-0,00503512512717414;-0,0127128090508114;-0,0626733755083869;0,127311870966149;0,0486970613911561;-0,0280950720987575;-0,073084391079215;-0,0230505876254735;0,00079507463347825;-0,021227508966999;0,0202060878569663;-0,0343228395016289;0,0477973205596784;-0,0138379271908279;0,0262370372629665;-0,107582340891119;-0,0341732357583257;0,0191589926657676;-0,0278707100811976
"Reading";0,0618917633878036;0,1521519881162;0,0156035338578027;-0,0558518350952516;0,182860437785005;-0,0663419301506765;-0,0189570298922436;0,168626784655131;-0,0671596995620935;0,0573749434350604;-0,0806620301402477;-0,167546521540535;0,0626961710609274;-0,0861554937459615;0,304707688910416;0,00474567939974665;0,00193782500292625;-0,0293330759944055;0,0727893771983685;0,118958476668195;0,16842821556047;-0,0433003411129333;-0,0271204019682509;-0,0762734213715939
"Geography";0,0617929387069693;-0,0326673153352135;-0,0493754852002165;0,016160394993493;-0,00353730477563571;-0,0571048182056089;-0,0284289892336013;0,395168920380874;-0,0437075195224678;0,0577704550757102;0,153275082772426;0,0715998052234026;0,170423562000341;-0,08176574168142;0,0387865128685465;0,0071632391880497;-0,00053855533707755;0,0601562320110561;0,182435405585078;-0,042851977818777;-0,0294915740077176;0,0623667550288049;-0,064147560605196;-0,0495145761612501
"Foreign.languages";0,0275478407460457;0,0880691018605784;0,117016007337151;-0,0960793808838282;0,0359321496250733;-0,0340892587793673;0,0230727939466396;0,212784900899093;-0,0899989784472572;0,12834614278995;-0,0584644645671235;0,0479805481137386;0,0808298506984891;-0,0826027560406455;0,0632867978223252;0,0445061490433152;0,000816065511468252;-0,0201448278579731;0,327819433771913;0,0487905645666867;0,118337147559845;0,0822921311314963;-0,139554978954938;-0,0224097092709681
"Medicine";0,834809085927411;-0,0123778593855447;-0,0324158123561833;-0,026661843043718;0,0338110169913666;-0,00662873788174678;0,0129054129921915;0,0657675450103204;-0,0304953810017079;-0,0282044676591999;0,0311790845535617;0,0304898011949203;-0,0182686080318794;0,0214194333020299;-0,0290602114668466;-0,0412471946544594;0,0117508135562432;-0,0656124013957528;0,021049610230334;-0,0245248738822639;0,0327895964585758;0,0192345472846789;-0,0450141631625545;0,0497922396639775
"Cars";0,00877886874671481;-0,0357082729051857;0,00876667600573265;0,0922167262309251;0,0120161774302173;0,106761831218639;-0,0225823531030508;0,0826026395563096;0,0838631701837836;-0,10749457337308;0,227913843095747;0,267526054791569;-0,0121845881901084;0,0869185343254856;-0,047195218328223;0,0380417662695671;0,0729875726767335;0,0551977785824561;-0,0135874715975739;-0,0388065083789427;-0,231228030054112;-0,0115405523497178;-0,0285974586086602;0,0129611456666583
"Art.exhibitions";-0,00165423699074465;-0,00188925639414438;0,156417573395843;0,0238318725836708;0,167286021472396;0,0144317964225684;0,0497434392544759;-0,013919263599394;0,00339367643593692;0,0944477384620059;0,105958032604466;0,0321869737951726;0,0663265955335913;-0,0358379572187273;0,429780961890956;-0,162123778149438;0,030365358155885;0,0133861700926681;0,0985895787138913;-0,0519893707872776;0,198768734168483;0,170376358357841;0,0596271905701418;-0,102207669547084
"Religion";0,0712426659446054;-0,0163545541908299;-0,0408994962350032;0,0418558369648638;0,0995806105281802;-0,0937317218869775;0,584213973223121;0,130476583569554;0,0753528795636187;-0,0219124181056738;0,0337022894399205;0,0572436249792227;-0,0133406416593237;-0,0223209560205331;0,156822054519102;-0,0304569815572245;-0,100580456741591;0,00260199684833548;-0,00332215639359158;-0,0902597844105751;0,101452837815007;-0,0798249569626608;0,00292502698465218;-0,0198837137133746
"Dancing";0,115950653569304;-0,188857428868905;0,0854511220806748;-0,0717112741516241;-0,0684346045843628;-0,00468063893291789;0,0791907365513857;0,0490484453451728;-0,00631260698847973;0,0469249813461748;0,324507225198338;-0,057139382437269;-0,0427561282024492;-0,100304135605556;0,20722622875088;0,16236318066132;-0,0750572117854663;-0,0843059554977717;0,0480794660488395;0,0997581414310443;0,0445111550905882;0,201182781799495;-0,056077590869525;0,0493362317650307
"Musical.instruments";0,0630423571210959;0,0222241473656874;-0,0220734516725344;-0,0867024640555537;0,179364902295711;-0,0483971537243206;0,131951967138404;-0,0540973251348188;-0,00502080301107191;0,0275059313133305;0,158206891358504;0,145305972869159;-0,126370093644367;-0,0169461289506762;0,119749726532517;-0,255447054927943;-0,00512857897686545;-0,0805605366607685;0,00460459204276573;0,0773925291249214;-0,0152012647305745;0,286596250140023;0,0673844531417909;-0,0148553461848404
"Writing";-0,0164169793358995;0,0100623541312146;0,0815686220923545;-0,198882843536266;0,0539779635873102;-0,096486875071304;0,0628211564321648;0,0846041577207212;0,0176002453583484;0,0410824408149162;0,114701143348268;0,0458153369324233;-0,103834032558579;0,0224321530389673;0,189186934224023;-0,0970389317655977;0,0161560011063908;-0,0624561464053971;-0,068688026883261;-0,0200041879409906;0,262552513652164;0,12316189544964;0,164525537982264;-0,159741050603755
"Active.sport";0,0384615064063689;0,0519458029308003;0,0307436691824013;0,0138069660329541;-0,100407994507035;0,00712042715812179;-0,0653110202073434;0,0619561973393964;0,0152853425443444;0,00120489354722337;0,651870810959277;-0,0316925566680007;0,00572899522843256;0,00533049915666184;-0,00250454936018402;0,0412079996705321;0,0387361893527304;0,0661436476324345;-0,0359431183596936;0,0358362867002186;-0,0485265867552176;0,0161758503799893;-0,0449914944790703;-0,028912646225671
"Celebrities";0,0250784457993266;-0,0255761587389163;0,460963308358216;0,0598901073496038;-0,0404506640622016;-0,0923967360172443;-0,00154759144686687;0,185916426313798;-0,0861881575144423;-0,119305990700033;-0,0168664877574063;0,0859830837567673;0,0827432591508032;0,0510598944799704;-0,059626184852359;0,108090259866188;0,0760716932112973;-0,181729590029626;-0,0898688415588439;0,0717635815133338;-0,0467411310749862;0,16643059285781;0,173707420721111;-0,000585750113276357
"Shopping";0,00512057725524862;-0,0284058238806011;0,799638085408187;0,0311199224869316;-0,039162373656669;-0,027575587345905;0,00445416076611372;-0,0757152526643451;-0,0558144947748998;0,0109970964849069;-0,00172424630250312;-0,036131466048294;0,00730938380540185;0,00405675745029087;0,0710694069734684;0,0327112408380065;4,03808984696368e-06;0,0149670137507969;0,043934835631726;0,0590820057861069;0,0314635455362967;-0,0148308892915574;0,0267066761110018;0,0356279075036696
"Science.and.technology";0,184678832846864;0,064072836807206;-0,01088291914486;-0,0107331723223796;0,0519636689888245;0,175618083753369;-0,0877759106736696;0,0157559488697931;0,162511729459402;0,118217115227278;0,0308844267710419;0,383087859909633;-0,0391221561788125;0,0187597373650814;0,0365331295280705;0,067040703325435;0,0354400366201035;0,210992983394401;-0,0218345595211775;-0,117149246029639;-0,00359668829495689;-0,0278755020972684;-0,0243956226786815;-0,0963188906127321
"Theatre";0,0200536183182232;0,0204129596992331;0,0746305206572218;0,0210272651088963;0,228236380084464;0,0787042852086532;-0,0364876745725075;0,0495971209622557;0,0360988144377449;0,0129607994201168;-0,0105216735155052;-0,119648671882344;-0,0228201069510682;-0,0324567759466239;0,61370621255468;-0,0151380093500671;0,0514370924315934;-0,0549366264031442;0,0168194882289309;0,0509816750925528;0,05734080520235;0,0134941148316738;-0,0414459318062853;0,0716035113351518
"Fun.with.friends";0,00965535341389151;0,0243428924252432;0,00330802479974832;0,260757436149684;-0,0364677772638031;0,195520479387065;-0,0221440776669478;-0,0171055543262553;0,0275579985199654;-0,190147000373063;0,00516348478999619;-0,0354791755417599;0,0287297994564539;0,0477586101000202;0,168727158978477;0,0319854004389025;0,0812323314354063;0,0408525715211802;0,267602259295818;0,212019336633104;-0,026486344289318;0,0757915937959958;0,102021999795991;0,0143124764214031
"Adrenaline.sports";0,0261724058929549;-0,00244129404723305;-0,00211655796411564;-0,0398512852794859;-0,0735227555759517;0,126479714174788;-0,0574188858366564;0,00694413721660694;0,10726953660057;-0,10580143288239;0,447703217046231;0,0146744890689044;-0,0100151399765961;0,115118872251232;0,0401952235313947;0,0579519404142411;0,0740539633749614;0,0292768521385625;0,222110464622457;-0,0893347720773705;0,0285286755567811;0,00740943181125347;-0,0087463435019378;-0,023543657514512
"Fear.of.public.speaking";0,0228830720902157;0,0674994045644847;-0,0232893196287805;-0,0292549784022077;0,0275426719216059;-0,0444353484858567;0,00924563761532887;-0,0498313225985783;-0,0167435171050738;-0,0478492735699963;0,0606596564326631;0,00180425241931945;0,686436816274681;0,0167016275400019;0,000751332282693408;0,0393657254746706;-0,00677266020578524;-0,0203139556838392;-0,0395708902777116;-0,0137273220625605;-0,00749538626312563;-0,00243394246467903;0,0366475665974115;0,00186856542339254
"Healthy.eating";0,0974228512085819;-0,0106326180188638;0,143027799658261;0,0167352160490442;0,06350613587557;-0,0567373843565969;0,0453179506598707;0,00478847553513531;0,0283996747927164;0,165315983649645;0,172566274217035;-0,0212450200468658;0,0883128955094834;-0,0375074250196736;-0,164056626231326;-0,0642755282636749;0,169928536176766;0,0167807584392774;0,180890710281486;-0,0265505369561265;0,0742766001246165;0,0316112000301097;-0,113470584572487;0,141502554844908
"Daily.events";0,00976639975178638;-0,0123526402730136;-0,00486162729823163;0,0436387651359789;-0,0231376609684397;0,0345690296743273;-0,0392351251424954;0,556077582619735;-0,134091244417229;0,101804602740279;-0,0212727182467872;0,154196564007334;-0,0535679784148774;0,00790799041683372;0,0423617367326582;0,0547415313945312;0,082457144346185;-0,0174122993061966;-0,023910959361583;-0,00713006108036273;-0,00564293312598374;0,06846919451627;0,119150674588072;-0,0435677623282896
"Prioritising.workload";-0,0152682021647192;0,00866618103703518;0,0371576047919935;0,118271768882479;-0,0558428990511604;-0,0766518184556562;0,0158300191654687;0,015414414429329;0,0543832909677878;0,593901281166373;0,0610509544754093;0,00961961140504567;-0,0515242480309483;0,0608552534320761;0,0493932764670743;-0,0541539854143703;0,124145559874192;-0,0367861584294021;-0,102409602270528;-0,00675797009948228;-0,121232176484121;0,0184145181914667;0,00812086769530208;0,156081864202811
"Writing.notes";-0,0164160504555533;-0,041520391321129;0,0112689579960351;0,0522426297757015;-0,00143138378846044;-0,0204222257491193;0,0589171972858965;0,0350199215111162;-0,015504638446245;0,441740656512336;-0,0164638658004831;0,0229602089862417;0,0173665018953394;-0,0654347852208301;0,0791836589720494;0,0339433015243362;0,0890110072057693;0,0110969179063822;-0,0239472995637264;0,0601899540260342;0,0555611213639286;0,10048862195477;0,156214020820163;0,091376372615241
"Workaholism";0,0742419450459434;0,0432475602764434;-0,00262726615786068;-0,0185715948312244;0,0799897456541605;0,0359058547722358;-0,0037681759631168;0,0688569913653395;0,0448908441059508;0,670028455209462;-0,0310804860416413;-0,0162584825906942;0,0190775427977014;-0,0193736598405873;-0,0324352961805612;0,0553094202291037;0,0304917729784558;0,0698433589530133;0,08755039419573;-0,00993571836364593;0,0479184304953822;-0,0274480488474682;-0,0185742322112286;-0,0819631677549113
"Final.judgement";0,0514055293469876;-0,0123196690504283;-0,0430617973574343;-0,068628453250666;-0,0428117868719663;0,131952295372078;0,602663042366159;-0,00462843106764361;-0,0560908697436252;0,0156361331974273;-0,0720613310113119;0,000994791103014824;0,00555514032904207;-0,00997724361640864;-0,100911544193978;-0,0304625955911474;0,175149566930391;-0,0371104983469815;-0,0140531447127795;0,0627132279622914;-0,105023933594084;0,111405684175038;-0,0923202303821994;0,0152099193762797
"Reliability";-0,0413650169388637;-0,0524908962501486;0,020001110740183;0,0568295062145429;0,0960514440151419;-0,0505941899347579;-0,0416126245640776;0,0187135864500579;0,0514795307312759;0,1252348871084;-0,0356589623623021;-0,0376769250926272;0,00601443633133533;0,039999993071301;-0,0146683356884697;0,0209573027928973;0,589264495312883;-0,0013041579177833;0,0145309023961768;0,0539316701345501;0,0619139113509211;-0,0262494082905432;-0,068115562106565;0,00733041444963971
"Keeping.promises";-0,0308639671829659;0,0218695502760199;-0,112801437551133;-0,0699592723797131;0,0287619909289762;0,0626021275628277;0,0350756235039751;-0,0380890839736313;0,0280523492768423;0,0399943803912812;0,105292777069396;-0,0424588084026365;-0,00241230710461448;-0,0386828378012311;0,0316255590181895;0,0197634459431518;0,557369259217267;-0,0298173667562137;-0,0128543622878486;0,0783807468573916;0,00353119338585471;0,00173152588766545;0,00550127444765073;-0,0169218524026709
"Decision.making";0,051323161306956;-0,0456851430502587;0,0501953565378719;0,0152279274550702;-0,0499091149688101;-0,0225527551100766;0,0507043612067236;-0,0832732014884748;0,0386919205266246;0,0536467414202692;-0,201248252652782;0,0355483630589769;0,155646966347163;-0,0444884351542565;0,118480617300463;-0,103870867803614;0,183952772394344;0,203675810101344;-0,0493480288273953;-0,0378613169251764;-0,0997696658127333;0,125335213823912;0,051926606531388;0,214183953043693
"Self.criticism";-0,0169707980996601;0,0270015830681528;-0,0323224310733167;-0,267168653513576;-0,0099006188548672;0,00613713063212261;0,0234923056695266;0,0218677637744668;0,0455525940625553;0,0356905433914928;-0,147008877314359;-0,050647038746936;0,0461226552902576;-0,0840153853772494;0,11186782671707;-0,00228142364414109;0,205086833327347;0,185247784986595;0,152292472702878;-0,000941388309218149;-0,0289930400713499;0,0523771877392233;0,146400736602848;0,0429000252617772
