"PA1";"PA2";"PA24";"PA5";"PA7";"PA8";"PA14";"PA3";"PA6";"PA4";"PA16";"PA9";"PA15";"PA19";"PA11";"PA10";"PA13";"PA23";"PA21";"PA22";"PA12";"PA18";"PA17";"PA20"
"Sci.fi";0,0957932335709829;0,476411822929641;-0,0900440859051759;-0,106844401903199;-0,0248015455282281;0,13120609408787;0,0363194887613495;-0,0192516445484226;-0,0644036657649333;-0,0470096026352762;0,0435285313682686;0,011761974417053;-0,00349727376734068;0,00311463400712392;0,150643737080445;0,130429441076853;0,144813722972737;0,0472211465992101;-0,108836171572668;-0,0271597765860212;-0,0204886993403941;0,0386987435942507;-0,0721316364683317;0,0221781798955942
"War";-0,0199020678327598;0,498727697314166;-0,0836638088590384;-0,00762687978126517;-0,0338477648580131;0,0701383846539981;0,0716950992767988;0,0833035896563164;0,182484128955859;-0,136173165103434;-0,103808043753231;0,0699611112142263;0,0611144529349138;-0,0693386790846576;0,0588089956411149;0,10613845903486;-0,108366386972647;-0,0379214116958829;0,0580577497525449;-0,00403505767933662;-0,0591249577959633;-0,0791629406027472;0,107013946447729;0,114721325211857
"Fantasy.Fairy.tales";0,294816547798651;-0,0246493253489762;0,147198137320722;0,0327140810214672;0,0909525085006692;0,0579454712984543;-0,0152377812058509;-0,072156489318666;-0,152163132828453;0,00742069318413212;0,119248314408394;0,0337916853644287;-0,0361182266812243;0,0568547497460359;-0,112126036879848;-0,0695809091041247;-0,0465861210843744;0,37662274994624;0,0462291888977752;0,137780813996293;0,0772820238456085;0,00990924927707128;0,0521657636983548;0,0486367859495535
"Documentary";0,18601850781281;0,450208377633772;-0,129086094067916;0,0262659795524557;0,148494868915821;0,0152416387861472;-0,0173476396208356;-0,0986113810671212;0,203873551114655;0,168981432339721;-0,0981946863989118;-0,0167072975584163;0,0045881137722436;0,0217071272733905;0,00506294387172161;-0,0958076524099901;-0,103246037643661;0,0620953639548506;0,0642541182011185;0,195703140901534;-0,0120011316997222;0,1331311974006;0,0155233368362241;0,156306953798283
"Western";0,0955558356740874;0,50965781497691;-0,0669230682495586;0,0430133090289426;-0,0409174784839896;0,124999983430574;0,0517861192010344;-0,0274209284944258;0,0584140765200463;-0,0361970406239397;-0,0359695768012993;-0,0122971295307728;0,105878252405415;-0,0238514216299504;0,127170646805061;0,0132101953512245;-0,0165535123977848;-0,0257695831107563;-0,0218155926027669;-0,0737249023667587;-0,0602407561169022;-0,0446019324897376;0,163570598390031;0,0110751009608483
"Action";-0,0932124491234365;0,574553739069898;0,0206302761159322;0,083932491748123;-0,0902944131823249;0,0142345512189789;0,0418329260554273;0,039038157493739;0,0688427092432205;-0,0955984162426118;0,051510914224541;0,00105294020814842;0,0350377019735152;0,0690100402657246;-0,0179217838368768;0,101110681306895;0,127065536192845;0,0495285125488989;-0,0198464317897254;-0,0340857456743069;0,0218362757121664;-0,0330051138419595;-0,142349176825362;-0,0649697801707839
"History";0,252860909242439;0,234529810275567;-0,080489473662526;-0,0039465151226566;-0,0127360421079594;0,0434644522453464;0,0270184443611299;-0,0210192158697035;0,499698165293163;0,0195838999253328;-0,146373921319062;0,0392226113798733;0,0705741246134711;-0,013395760507136;-0,0425330260627917;0,00840895261467356;-0,16948852141402;0,0146909691290857;-0,0100939479628357;0,187559200745355;-0,00355482864397183;0,0108963826171658;-0,0471490352723334;0,0861182256358641
"Psychology";0,256993430447241;-0,132404173583483;0,0516524952893021;-0,0425558474671496;0,105533835463516;0,0479749396129953;0,0345889706647485;-0,0116708167887374;0,242147443660943;-0,0154344473784064;-0,0365336279981795;0,0644970191243701;0,0637284800807718;0,0858990094870487;0,110256162071859;0,039838919657414;-0,0101455200345687;-0,0162666568198437;-0,11193871994081;0,430095501602656;-0,0548293916506304;-0,0131142080811296;-0,0229438314724449;0,0891566633254109
"Politics";0,0747680150130071;0,150269485135993;-0,0427900677354803;0,0673372949243914;-0,0625261943558488;0,0147015616505725;0,107466756826678;0,0863033639944203;0,678524566906666;0,0399006245153833;-0,0713641249614849;0,0613329972583833;-0,0148545701509968;-0,0382851863031942;0,110304826071701;0,0756938798942011;0,000958951240532407;-0,0444552385772785;0,0294262543496689;0,00841520264153346;0,0297548897245243;-0,134913049044346;-0,0086815936956744;0,0281777420428429
"Mathematics";0,0190637280210505;0,196277819140384;-0,13676031149086;0,0481209875920318;0,0724272439200145;0,0478912697341264;0,0100553823046951;-0,0507748483280751;0,0131288764420139;0,111739433533741;0,0486176029325092;0,0339479925634123;0,00515864002633112;0,0659753680380287;0,634550581316635;0,00326259653092278;0,134059048380305;0,0306588712187257;-0,00406245392041465;-0,0315477955865858;-0,0180834127444408;0,0127239846583673;0,00248713077180482;0,0130442102461185
"Physics";0,103632848060725;0,337262720605633;-0,166594626506765;0,0715397300160655;0,249314366140952;0,0285563465130531;-0,00155561412881837;0,0282483140599779;-0,0124047159289858;0,110004498221956;-0,037144623147608;-0,0346187736310279;0,0377076539701435;0,00606947120221945;0,698950530077399;-0,034844131291798;0,0912360558839226;-0,0634661348676105;-0,0201915326647934;-0,012603721857124;0,0316214202508779;-0,0144897612416697;0,00672044133712904;-0,00425170361785748
"Internet";-0,103887333744686;0,204472222854424;0,119318627496418;-0,0026016595618824;-0,101259873109572;0,0506070337361077;-0,0207884173137665;0,0687253976966926;0,0902350337095938;-0,103085641342838;0,0368403063266023;-0,0133911022104608;-0,0856588922403328;-0,00213956863551278;0,120789100201726;0,00160333511600216;0,527898852738125;0,122994748099307;0,0660916510263058;0,0217647186660722;-0,061469926917855;-0,00746311554957552;-0,00857718215873336;0,0541515473190972
"PC";-0,0379940495912551;0,457827080345995;-0,0918039366903671;0,00522663541529428;-0,0650420025553741;0,0564492481702321;0,0224180761971806;0,0259041525594077;0,025402713172869;0,0797412378754074;-0,04930356023557;-0,0644158361662874;0,0525035381794773;0,0237724494648292;0,200247612428036;0,129347505579312;0,569739632029135;0,0242617769041243;-0,0232024132968767;-0,0702407204349239;-0,0294705015740033;0,0185310343528325;0,0186005290090357;-0,0472108444529706
"Biology";0,140095451650163;-0,0479224832692646;0,0710484696274021;-0,0209833171156901;0,844430326268633;0,0215429640719249;-0,0569571422697016;-0,0230829013977485;-0,0219513934625645;0,0515750759057667;0,065218954311023;0,0707333781835379;0,0405087619228289;0,0251025347515169;0,0401781076341022;-0,0245324251422065;-0,0295769616420407;0,0321279966324885;0,050911850307193;0,0864332506967649;0,0223078094992123;0,0531846573579921;-0,0177454485502741;0,00187208250512579
"Chemistry";0,0504285346909185;0,0476099367481818;-0,0253575713504689;-0,00738287835904142;0,759735147557248;0,0293442689015224;-0,0221245111497697;-0,0530524376846884;-0,0744002534297724;0,10884486775749;0,0547047680068998;0,0252374356266103;-0,0097495018538693;-0,000454853190781621;0,134104164961064;-0,0285561697381091;-0,100447510666477;0,0305229909952815;0,0513906553720476;-0,0214955636364388;0,0175915841674649;-0,00604715572782065;-0,00655033363062979;-0,0176412173396344
"Reading";0,465049537625689;-0,260993970888529;0,0189976677560938;-0,11312122389108;0,0824892077044659;0,166446955145084;-0,0187439845679257;-0,0823265577674852;0,213089844274525;0,0451249936919866;-0,0175277668367849;-0,00967592965258814;-0,0676440584207829;0,0310238236092253;-0,0330664109618467;-0,0807564740912969;-0,12858414494978;0,0936397407912119;-0,0443977867629289;0,145593664724958;-0,0863407849454186;0,0731458028190294;-0,130094238308458;-0,0636653534822701
"Geography";0,0981177460517058;0,0847179795708783;-0,0340545388389478;0,0359697946513803;0,0591842148584601;0,0190313139598519;0,0212865483919966;-0,00865519308326264;0,442275731896155;0,0523668428146009;0,0127372615542976;-0,00760564029488119;0,153024309693329;0,0149839271661791;-0,00658836260900825;-0,0535770720196499;0,0487288365529947;-0,0289402754445388;0,0561248518004493;-0,0473060312044759;-0,0929242353442065;0,168609653323719;0,00503867886356626;0,0290008957123934
"Foreign.languages";0,230135315260136;-0,137347549430641;0,155408872800295;-0,0659578720120038;0,0339422210571938;0,13970637006119;0,132945661497865;-0,00577502315527616;0,285344563704783;0,0965862360262139;0,0723486304259443;0,0448312771908946;-0,00460020186528248;0,0345203524081417;-0,0435327452316555;-0,0683743977191103;0,0816791163983641;0,0563011041915869;0,00763020293185194;0,0640041154824898;-0,199868522575474;0,203749331018917;-0,00336386651234627;0,109184650616512
"Medicine";0,144524824008215;-0,0610093842664172;0,0251671105052243;-0,00755369712163345;0,798134149139862;0,0195873601701425;0,0106187067118387;-0,0359185884302899;0,0768272088619285;0,0315087850754296;0,0196044979559392;0,0747615661590285;0,0696876893358377;0,0482567097500769;0,0269416031144061;0,0112477596152548;0,0234051306992408;-0,0241175308641066;0,0708510560771589;0,0421201709590091;-0,0348759319404996;-0,038580102146587;0,0356163626590268;0,042488525124664
"Cars";-0,133761361314284;0,434119673752445;0,0205427659428944;0,16059222945769;0,00271200262353769;-0,0368429927149516;0,0682937954956366;0,175826258275943;0,0732124373605009;-0,0627369679123459;0,0495250067251648;-0,0267587815317357;0,196656810840988;0,0692045737512501;0,078203066872284;0,111427713589499;0,183711272353548;-0,0119628630726063;0,0842123649451508;-0,176286225551044;-0,00219875853236083;-0,0403047954733664;0,0174248012532937;-0,0603114160106416
"Art.exhibitions";0,581305438483988;-0,146005351125865;0,124405581118728;-0,0496028410923779;0,0297733839992579;0,0703400154272867;0,0553850093483512;0,0644222169672494;0,11384334010419;0,113933649305905;-0,160465416361392;0,0547261462768029;0,16617716014251;0,0517715756526147;0,030163018512659;-0,0331009197368874;-0,00729387082107181;-0,0349999465022539;-0,0148466791751151;0,191736273693871;-0,0330071619387121;0,243649871464196;0,00990650021150899;-0,144625785292483
"Religion";0,29339380235232;0,015052771777107;-0,0622717479916679;0,0174729541616711;0,106750330836603;-0,0298331919043858;0,0381707911977903;-0,104367937203803;0,16538729553935;0,0171951259470459;-0,0348568673370237;0,563736045398185;0,0434610927764511;-0,0833284876539815;0,0954210541131217;-0,0397362787574686;0,024802270234204;-0,0881345805560711;0,0383412701299456;0,122546704847284;-0,00341284778656813;0,0142096943135603;-0,1248820113119;-0,070727115536964
"Dancing";0,230847140287894;-0,196305306516588;0,186894137305262;-0,012419077166796;0,137438807394424;-0,174848686404771;0,129853407436111;0,0316507834890504;0,0719248112415095;0,0547685697753823;0,244848278422499;0,112740264402254;0,346772613959121;-0,0262170993100205;0,0112584484399903;-0,101977306099222;-0,0545150615835299;0,122472678595121;0,0416155750954351;0,106181079148007;-0,0951328582188175;0,00831397361470741;0,153061925174121;-0,0825904296228696
"Musical.instruments";0,402351861907433;0,000397068574712508;-0,0414377712037057;-0,0794747810963575;0,0552085330082724;0,0935782908824739;0,131384694616457;-0,018084350170027;-0,00283996035719505;0,059085498650065;-0,178476857491688;0,155716333383038;0,181685272207371;0,0222559421875204;0,0201061924745386;-0,0179460693792009;0,111170387951189;0,0531872056906566;-0,0096176976341007;-0,00829854473378365;0,0421996354726937;0,000238954117095235;0,230265274516853;-0,0555279572655372
"Writing";0,342047051806128;-0,11047178982935;0,0610786700067739;-0,215870206504466;-0,00932108987625545;0,0449320640848336;0,0539045491704823;-0,0892123211719037;0,159701432823045;0,0518424109673638;-0,126371381856249;0,0614259370895778;0,143777189261567;0,0222894985187743;0,0462656818074339;0,0219248636641593;0,0502239476306029;-0,0447408695492488;-0,192233195940347;0,190926236369993;0,117871673491199;0,0350633483633097;0,0575685235567625;-0,100883901359621
"Active.sport";-0,0525038378667579;0,213291077040296;0,0558191438433749;0,143684330246741;0,0642679083014702;0,0290680974991416;0,102944792033875;0,056317414533167;0,0951843664031952;0,0171505538248603;0,0520124825764045;-0,0539900222993622;0,592841786101766;0,0474451893355343;0,00336528117578196;0,0157438784396157;-0,0738801409720399;0,0529480316341619;-0,0155579076284886;-0,0283922510561989;-0,0252173396265001;-0,0412481857225774;0,0327509069200435;-0,0257534668564479
"Celebrities";-0,0295092709818648;-0,158325479616631;0,529214666259221;0,016719067496516;-0,0237140921047118;-0,0592318492941062;-0,0939571224338185;-0,00846319442567844;0,111101932994015;-0,103280242415558;0,206245319156587;0,0240157418131454;0,0178879959199948;0,0594504009260313;-0,0722702319782505;0,0857638009932836;0,131450519033499;0,109619344013106;0,0598142479041786;-0,0769384329226649;0,181617540962047;0,00996370537052078;0,136797994512738;-0,0736043857781215
"Shopping";0,0376006161661295;-0,160777360898915;0,809526519256229;0,0355734542955867;0,0170335657502455;-0,11006711910533;0,0373433308031925;0,0319222558324479;-0,0876359340418397;0,0330809698005925;0,107390983548582;0,0172381541931293;0,0435052128088936;-0,00946993288429561;-0,0835124802412489;-0,000117115394456154;-0,0343404346156274;0,127960060413229;0,0953201052743867;0,0674363528950576;0,00587663678915348;0,0852624765295606;-0,0451940470272274;-0,0295980364133841
"Science.and.technology";0,0736453605556719;0,500511963286609;-0,0489609482650427;0,025392623553979;0,217780705092401;0,0944285788156133;0,0259427986229718;0,168111122125622;0,102417356892122;0,171298289206249;-0,00972028962457588;-0,0979917871420614;0,0317109095021916;0,0735218077576043;0,172163922265324;0,0228455564033672;0,249281879539192;-0,0968445835713741;-0,0374290108754982;0,0446009135414647;-0,0275027292940796;0,0602159090556214;-0,0513800696153302;-0,0364757220329535
"Theatre";0,618382510021156;-0,221805628903034;0,0985128453408103;-0,0585122496087129;0,0608248141380103;0,042545316004497;0,0441341492809821;0,113376288622908;0,0988510472128198;0,0496158611311209;-0,0160126459126882;-0,0307716638453189;0,0171231729949376;0,0906564308204887;0,0598094879459225;-0,0240488828472403;-0,133369021839662;0,0592652285690544;0,127422110864613;0,163616645763432;-0,131007030021114;0,0195997189743954;-0,0885766215814632;-0,256343615306239
"Fun.with.friends";0,0792084027531135;-0,0468487040314369;0,0778217594833046;0,182812744749471;-0,0115843240345711;0,0548973170564492;0,216910447914185;0,327697124079408;-0,00200449092200435;-0,18155384617816;0,0958871302020328;-0,023577551378184;0,0764844242737495;0,0566857859380202;0,0147778713479787;0,0562607148432231;-0,0365704308940454;0,245271619101834;0,0982260193049261;0,0344261095201445;0,0364310721185558;0,216026856681523;0,00522034517492807;-0,041526748088953
"Adrenaline.sports";-0,0345228890427869;0,203023928403933;0,0328079854801609;0,0482324557862869;0,0487799793883852;0,0298825522426905;0,248440624289061;0,219669092457682;0,0816835174233311;-0,0964811291099311;0,0487694386535849;-0,0605563314998136;0,454401444756151;0,0558107669823017;0,094647308553612;0,124758652880911;0,00382593075586376;-0,0623965557493434;-0,0227839691054013;-0,00459561184330045;-0,0510194018162741;0,113755546932782;-0,0151421278231899;0,0285326910240678
"Fear.of.public.speaking";-0,0171816557384788;-0,103234584996294;-0,0224968087734862;-0,182244843804157;0,0381078411394271;0,0941884300449318;-0,579277366254249;-0,0666609449626367;-0,0678383377396542;-0,0975707590529114;0,0582884801002718;0,00658334029919531;0,0441115250086493;0,00241371809076079;-0,0227442387806395;0,0388786804433143;0,0502964218378818;0,012805011287479;0,112932192016481;-0,0985740953834477;-0,0105217642314639;0,24852331079165;-0,093481586821066;0,0477970045734359
"Healthy.eating";0,0681617458327312;-0,0216586702351684;0,172910047055138;0,107098673810448;0,136615930280557;0,00842972120472163;0,0691132236487787;-0,0542798989893785;0,0656891588053425;0,190146697259503;0,00738316341985307;0,0863173926145742;0,182757998328609;0,194710507039486;0,0299551814829203;-0,0415957647067348;0,0125609654472397;-0,0122294591308789;0,142198272085636;0,00251801953205522;-0,0971536411612581;0,0727842362688712;0,020087108162369;0,242557871049659
"Daily.events";0,0669485789305999;0,0518220960269764;0,0787477572713883;0,0252577595566013;-0,0354670022196096;0,000291026392083511;0,0632362302512729;0,0909438581170553;0,566018022732568;0,110407693394523;0,0428861618030277;-0,0249200536217891;-0,0108997702894881;0,0995954352700289;-0,0687497654458143;0,0431560369992451;0,12249484541766;-0,00782996410582476;0,019297770691018;0,00469646389512835;0,114998378826993;-0,0190687300916064;0,0510953796071204;-0,0773862108216594
"Prioritising.workload";0,0232813522929669;-0,06142740312461;0,0507505775796301;0,126787283723121;0,0361772799457546;-0,0215322080146738;-0,00361224596016952;-0,0939194750083036;0,0372516694281345;0,60664019556682;-0,0150234175294997;0,0271688378661549;0,0643616724703319;0,212244781037512;0,081648198075347;0,0438667109023476;-0,00980277996136251;0,00170091748379046;0,209985230083287;-0,033067563036139;0,013939688600408;-0,0864955348260578;0,0389544305936347;-0,0521333961359165
"Writing.notes";0,183421785984419;-0,180994591350898;0,0763813515134192;-0,0138106043185287;0,0221122022588927;-0,0414627477988847;-0,0150721512436349;-0,0275165866082261;0,0846607591777217;0,44570713638876;0,0744853527030245;0,0751041631887174;0,0132361823447464;0,164416462676193;0,0119280022806711;-0,0772638587934535;0,00957554518852233;0,0721465238857206;0,139488950038342;0,101032389442518;0,121084094978414;0,0524193092746652;0,0525004352139645;0,00187462875426111
"Workaholism";0,182236376090486;-0,00408984848885723;0,00109279636836457;0,00849539648073395;0,15061471546606;0,0495931240397781;0,0355387487606603;-0,0377480844837399;0,169863823812023;0,641946675903906;0,0321269625109482;0,00676018869056254;-0,0209623556908821;0,13027531439587;0,0725750614022856;-0,0504012577496691;-0,0270084694323729;-0,0322198486748686;-0,0253230946138029;0,0132260394172008;-0,0448422746417094;0,0872969727181002;-0,0702444298333869;0,108538596496699
"Final.judgement";-0,00244377998502219;-0,00557895020595937;0,0389345787800397;-0,0229795086082834;0,0546983714465436;-0,0192520719477069;-0,0315214633461764;0,0650793552969843;-0,0121647794776356;0,0394007025980343;0,0517600840485007;0,609464729598716;-0,0622845385327189;0,184520238706531;-0,0402651713893103;-0,0337593644211552;0,000247655343079508;0,053369483669426;0,0548004450520556;-0,0365834043253322;-0,0756116603008295;-0,0263291292709328;0,133960479092469;0,0400687487233888
"Reliability";0,0936254900657147;0,0102526711756052;0,0754482387486246;0,138764369526436;-0,00799781086854979;-0,0396791981976939;-0,00226776115570216;-0,0702272016953599;0,071794677707866;0,191227423229372;0,0467356518168796;-0,012491604431049;-0,0372692769626474;0,5916531947322;0,0694728460106808;0,0492205336780764;-0,0043596765844169;0,0472718819920762;0,0580228212179222;0,0327833521363429;-0,0459733661731112;0,0189746746129066;-0,0186518463800102;0,0651982777084502
"Keeping.promises";0,0645338172184625;0,0143423754556669;-0,023686381482489;-0,000370223353112459;-0,00239020410186284;0,0305524253375162;0,00218692242844985;0,0355764079140154;0,00790044341590216;0,0993493064126371;0,0390152412982886;0,0573977705885343;0,0872648188135067;0,556231557760335;0,04669165055294;-0,0229093867992801;-0,0227080396079522;0,0628642160636415;0,0209221425774029;0,00572604505047755;-0,00313553811389037;-0,00534883415672725;0,0192159226138957;0,00132300181190028
"Decision.making";0,0485114452603862;0,0169677546593169;0,0340455497094331;-0,100710512153563;0,0715278428346584;-0,0186156871959399;-0,220154425617506;-0,0313794243530698;-0,0710850563974861;0,112486591330242;-0,0634794948412835;0,0616529387519674;-0,181257988133002;0,191437129685183;0,0234657923483964;-0,0541105007895399;-0,0310062943625819;0,0221693008467708;0,318629891130995;0,0904945649942051;0,0208107508057277;0,121491122811906;0,102901590226303;-0,0280922138594833
"Self.criticism";0,115824274989877;0,0178810832419136;-0,0239091288960782;-0,343972998248525;0,0180469604041467;0,0631960312380679;-0,0129648420592541;-0,0011022011789524;0,0775590083544288;0,0648501639654648;-0,0147498866360096;0,0249019588413064;-0,134990493729505;0,202547751014442;0,0348123534844321;-0,0897297876397979;-0,077151684495923;0,0228024373998713;0,117951739510254;0,0812115737319901;0,051930172531473;0,176497298098372;0,0212288043084313;0,0238675520117905
"Empathy";0,092105995218294;-0,0954407315814835;0,00767703897836542;-0,00128653174258671;0,0467181283690085;0,0584521256698367;0,0524935730412534;-0,0454573795713927;-0,0339660792373643;0,0205826697697953;0,148099735212517;0,0731144520850983;-0,0280772263283107;0,110793665505411;-0,105620307725028;0,0308344837882874;-0,00746835126287278;0,0968222061836209;0,14044023014713;0,421261886315843;-0,0479035958693318;0,0290313758139821;0,0357285549478005;-0,0689097380486357
