"PA1";"PA2";"PA11";"PA5";"PA14";"PA7";"PA8";"PA6";"PA3";"PA16";"PA4";"PA9";"PA17";"PA18";"PA19";"PA13";"PA15";"PA10";"PA20";"PA12"
"Socializing";0,0249256459850183;-0,0225904231324651;0,11150348729731;-0,0656085361446616;0,559993115767645;0,0280935223218695;-0,0242680694762643;0,0187855593403032;0,181050299266464;0,104046951063383;0,0876449078612762;0,0288178001093581;-0,051658082003158;0,0018560938131936;-0,0191333921787822;-0,00340663395493542;0,121320372376369;0,0587911428871161;0,193264923954997;0,056826443897513
"Getting.angry";-0,10231515117149;-0,104230966746667;0,1105444841796;0,3868676609287;-0,000322855010247066;0,00251613367895233;-0,0394140165799119;0,0755870070171538;0,104501784804679;0,0300421145356704;0,170164368410086;-0,0586500763333733;-0,155179436684504;0,0287498910915173;-0,0437345047909525;-0,0605132779518412;-0,0509909122282097;-0,0709297900354088;-0,244719164508371;0,058491177908869
"Knowing.the.right.people";0,0219084815918049;0,0716120510208084;0,267324440130416;0,039041695489278;0,271767436893553;-0,00239232213883215;-0,0240149788270208;0,14145564447403;0,222535818592399;0,143034282262262;0,234023061253039;-0,0584344302612943;0,0331464993735054;-0,0848938934226331;-0,00261205985140282;0,0930088442333391;-0,0667051388693349;-0,0106686184651033;-0,00948908423463738;-0,0315868004748641
"Public.speaking";-0,090252858818217;-0,110943985866409;0,0724972897970723;0,119073134606034;-0,574629162796582;0,0492687622117187;-0,0464377939789884;-0,128920444102757;-0,00190993266724032;0,0396147459305081;0,0806699606941229;0,0295665632973529;0,0672863593117484;0,0270283285630807;-0,0734651696449407;0,0639053161932968;-0,0381305978736778;0,00650316352039767;0,0876867224216243;0,0719416849470355
"Life.struggles";0,159286221834271;-0,381477716717715;0,134186245928825;0,237067411128144;-0,155009064443525;0,0944304905370188;-0,0554101269248577;-0,0869982932565349;-0,0697580855029523;0,0682442370469801;0,150932124265048;0,062284788419773;-0,0238116591462988;0,387747187041522;-0,0879346994412675;-0,0745130027914658;-0,041762841260808;-0,0654328113692763;-0,0433419393226094;0,0361110330068299
"Happiness.in.life";-0,0261367523400916;-0,00594477969009848;0,00756677095105886;-0,582416774855228;0,183161577959861;-0,0304553074111534;-0,0238013394083078;0,0449855222171308;0,167435962152984;0,124745095608178;0,204395395894355;0,0326768034407922;0,0302442833645415;-0,00689553759156675;0,0977580246486475;-0,0291613682206675;0,0265824276745236;-0,066390349042186;-0,0597962524774018;0,179718013136275
"Energy.levels";-0,0447987654599536;-0,0037990125512694;0,100887577870043;-0,412330145154812;0,416833817488979;0,0804351263489732;0,0237568848012163;0,021282483088881;0,176701057215789;0,0709827141168309;0,143405805706758;0,0229202180346357;0,0583031580766616;0,0249669939155162;-0,0561645226634466;-0,0191066584223586;0,240945373211612;-0,0751793583247361;-0,107845589503335;0,149458541261679
"Personality";-0,107221174020995;0,0299285787408385;0,166098590312256;-0,363074406842665;0,191136017370833;-0,00616224033943868;-0,0467175333578089;0,0132404585240624;0,0699059936866437;0,036488588634432;0,0325999730333634;0,00869393622262407;0,0492847687438875;0,0136089111421082;0,0185038698451899;0,0344639042928993;0,161383960502327;-0,0563392880820336;-0,0466463692275262;-0,0914926277750573
"Getting.up";0,0372717463540781;-0,0806463464764269;0,0307080663695301;0,127938144098288;-0,0898597625427955;-0,0427374803359068;0,0127808485574403;-0,0344459435903978;0,290711442765073;-0,00837375375501765;-0,198428246657502;0,00645435906825395;-0,111138893331314;0,11536792398835;-0,0709465189596426;0,0889832245043441;-0,0462481825249127;0,0153231212391706;0,0730974444162481;-0,0783417408004998
"Interests.or.hobbies";0,149846512192405;0,0883147028458606;0,0218005557848995;-0,181480764934851;0,422088983632259;-0,0197072000641778;0,0240138033380047;0,0396816139020395;0,133136322315285;-0,063689652767265;0,150692054657647;0,0381367673855347;0,0213152865192435;0,0760020119083925;-0,0407203683391238;0,0690445189001357;0,306848780243653;-0,03622781454853;0,00553632562700983;0,0155098250333097
"Parents..advice";0,0985642690312193;-0,0220557476208566;0,101267121390843;0,00875722285781331;-0,0683543759559691;0,107292252658305;-0,0260279741193991;0,0707173397200934;-0,0501189540463419;0,0744501501109411;0,261550652663214;0,111332603246009;0,105446195168284;0,0650710651664009;-0,0762961138065234;-0,00153572454935403;0,0304549511021275;-0,042073350555307;-0,00977645682560065;0,171148402821369
"Finances";0,00608404403154626;-0,00743382897971593;-0,11147819118389;-0,0154083747645883;-0,162273370314066;0,0906592780345311;-0,0289860871345019;0,0418979236555515;-0,281005276633279;0,0784638393835762;0,184781082194847;0,0994552964289914;0,225695786704352;0,0175708896463868;0,0546421036210558;0,0596076817114208;-0,0513356679715738;-0,00840342001087487;0,0395047062205661;0,0978330628987199
"Shopping.centres";0,0131320466268131;-0,0532497062319445;0,709771802053382;-0,0516712143106907;0,0223703493638491;0,00772972139230634;-0,100208740374548;-0,0595584653015922;-0,00521277085245195;0,106620596310353;0,0349377169223046;0,0352845479101064;-0,0720896972370348;0,0336370135455282;-0,00685167397063231;0,0686530658337766;0,0456667059069629;-0,0450174903913272;0,0488259736321737;0,0493138244570404
"Branded.clothing";-0,101720041744186;0,17157794341903;0,436147290612172;-0,104380735609772;0,00527837731453409;0,0106078348882059;-0,113807925658213;0,107121124384448;0,284903471299557;-0,0713317496805681;0,00918246264935473;0,0292570857410611;-0,0212790881446359;-0,187104340820699;0,0263993063415586;0,0449374865948655;0,0596161689947905;0,0197733334734079;0,0013930115620343;-0,087778776029237
"Entertainment.spending";-0,0533381249867762;0,0518806207634883;0,203136991893649;-0,0683336249527961;0,153307229471146;-0,0419851268426101;0,064997427723906;0,0948711487278256;0,567969119989718;-0,0843747470826597;-0,134958196652836;-0,0196846757466578;-0,0129496325870786;-0,140886371179958;0,0789472050459349;-0,0286585864629392;0,0273772458630368;0,0229668786152413;-0,0496084077895006;-0,0962780924136386
"Spending.on.looks";-0,0105232991814068;-0,0387099833786772;0,680939890001472;-0,00477441051046353;0,102644810850063;0,0268746304483089;-0,07296268778359;0,0273587055855889;0,318918300084619;0,00576230448647262;0,0183830546049641;0,0115591218356745;0,0788504787340084;-0,0449378650475909;-0,0877807870213783;-0,0665459955384931;0,0579442281116477;0,0300374567768465;-0,0669224972207589;-0,0887497318590091
"Spending.on.gadgets";-0,0601812921218987;0,210189275173773;0,240305580762384;0,0209504986478283;0,0559128670386165;-0,0442760827203901;0,0442516294140169;0,041021996790542;0,334904139942651;0,0079763545210186;-0,0405792884086438;-0,0596968189125545;0,11636775598989;-0,274647447445289;0,122672733098424;0,249707645167733;0,0766765769916127;0,0830791040597821;-0,0956198678059235;0,0351049838408647
