"PA1";"PA2";"PA11";"PA5";"PA14";"PA7";"PA8";"PA4";"PA6";"PA16";"PA9";"PA3";"PA18";"PA15";"PA19";"PA12";"PA10";"PA13";"PA17"
"Alternative";0,315381937933562;-0,0134513875690953;-0,109817259354938;0,0750691504408939;-0,00361970225323976;-0,0388594470923035;0,447569128459294;-0,0110892883340721;0,0542841886613211;-0,0653240852427698;0,0191181967944611;0,132312796587518;-0,0580911442122995;-0,0293576302145825;-0,0486851193447151;0,0996633290188848;-0,0154959998107477;0,29874003576381;-0,065727120731792
"Latino";0,229210372328589;-0,125846608816869;0,0489375416967686;-0,0537942254472934;0,0654041550334697;0,102884438022822;-0,0651344063908477;0,0704785048449531;0,0133007799952245;0,587011104692075;0,0336715859595907;-0,0447467764672079;0,168821159177093;0,0555967264769577;0,00466262081849817;0,0535272751612351;-0,0861326007719321;-0,0232196576839708;-0,0344232705914206
"Opera";0,660179250334791;0,138086593731995;-0,0557770908340546;-0,0306813808448477;0,0411810590654815;0,0990829891638517;0,0398215480316665;0,0816488619388285;0,0409081416763292;0,0348144081241774;0,035027190092845;-0,0974912658264377;-0,193770491040115;-0,120431396627267;0,0951383692058197;0,164340612332214;-0,000574453052287266;-0,169852091487038;0,205203871489055
"Horror";-0,0731820086798704;0,132310943473783;0,00762110674002852;0,0444470605582875;0,0344924763943243;-0,0617318602847142;0,0128825237891961;-0,0722810073882672;0,014447069787814;-0,0224105095360721;-0,0719652998232524;0,0840188121891007;0,0410474364240017;0,0784536897342934;0,00115700381304326;-0,0107623368484369;0,598609327716492;-0,025813360778238;-0,0620269384839154
"Thriller";-0,0483273023840805;0,187674537915504;0,00869592988044045;0,0199682731112858;-0,031195071267868;0,0161037383266594;0,111075816818837;-0,0435078509086752;0,0730554194590738;0,0301721797955538;-0,0395860707861743;-0,0296933629051586;-0,0466927151820126;-0,0265057048786964;0,0217149482878829;0,0296858588882313;0,760573160178697;-0,00181481181080293;0,0661785568893177
"Comedy";-0,0882359564768769;0,122531733880099;0,131907434837356;-0,0771238238086631;0,0126134772705059;-0,0149741104662259;-0,0593490022142481;-0,0555468796088172;-0,00946789220423862;0,149033869826388;-0,0606197779357298;0,038725533630781;0,415980682652118;0,0541294018609171;0,157722078992667;-0,0427097045180733;0,0315536961412189;-0,0196942118290272;0,0189117427828222
"Romantic";0,180161645296943;-0,133678488533118;0,306827468877627;0,0478337552712678;-0,00945517098793875;-0,013067119940543;-0,0304843295661463;0,0713916888666568;-0,126072842170671;0,249425028829472;0,144449089593646;-0,0524593556737377;0,420446834386912;0,0354471303735005;0,0964563493919457;-0,17954869723926;-0,119068630379128;-0,062774322587178;-0,0262841230834283
"Sci.fi";0,0676296352967923;0,498937153277622;-0,0960112176966827;0,0620171541678792;0,0530979518295678;-0,0230707244372412;0,122452925253075;-0,0993391239653102;-0,0743405580451129;0,02946883482726;0,0114869137155071;-0,0708696013953515;-0,0183557416486377;-0,0109955456507828;0,00543262643644033;0,164601643301913;0,147163718171562;0,00596427730768719;-0,0130250459127676
"War";-0,0547684978434083;0,299210078027042;-0,0552128992187139;-0,0333206378492579;0,0687750219895635;-0,0270933101714275;0,0977345506748136;-0,141758592374899;0,176102257807229;-0,0536399138802155;0,0923052025746083;0,0497785212652987;-0,112405572277109;0,112595645232581;-0,0345741696735454;0,393584319809752;0,125224769927577;-0,0982665711680446;-0,0182497581180845
"Fantasy.Fairy.tales";0,269883628644713;-0,0991154827913472;0,142346576535837;-0,0200448544778762;-0,00357378651306476;0,0741329395371622;0,0749779069380467;-0,0222324787444907;-0,165229411682922;0,169104437578544;0,0169337068360591;-0,041019098671456;0,367776341461582;-0,0406707631882396;0,104180664473445;0,127330958494354;-0,0694000176196494;-0,0655974330277822;0,0749398520907521
"Documentary";0,162425329139817;0,202650371002247;-0,117109204114016;-0,0476165057382712;0,00632695180907821;0,144995439917272;0,0344152239634896;0,128354700195239;0,171810274301467;-0,0679646910229967;-0,0134363190918784;-0,0772675502617578;0,0497565371924236;0,022420889924703;0,0650417658395298;0,542672470231916;-0,0489101597915607;0,0993586731069184;0,0347901941656877
"Western";0,0590087887914455;0,391181561505428;-0,083747857501276;-0,0857830794874015;0,0510808486617542;-0,050672367956434;0,15522689619277;-0,0419306979964173;0,0371719115496054;0,0337867150168246;0,00417851322403731;-0,0496238062579202;-0,119614080166791;0,160057665495332;-0,0262116437204899;0,308035126598441;0,0273118664587681;-0,0962057184660089;-0,0561493174510557
"Action";-0,121352931896007;0,46928162733298;0,0493480599256888;-0,123153993544524;0,0689248539471876;-0,0920085897066928;-0,00196321673701544;-0,144481085244685;0,0828339639767747;-0,0158272715606243;0,00537553894104106;-0,047618494241399;-0,0177521842125945;0,0446263334737058;0,0912471018044662;0,194973909557932;0,165244032260367;-0,0759706351579427;0,107314430638489
"History";0,272890810498331;0,0195911161625151;-0,0706839041907774;-0,0244061024611111;0,0567046805653765;-0,000170340862336673;0,0458100349826287;-0,0104993000581067;0,474526555017498;-0,131438282907156;0,0366925106465652;-0,0265097473546693;0,0160354383517144;0,0736573770029447;0,00439809598743609;0,364995240910144;0,0462764258537304;0,0279105859180856;-0,0229738289208668
"Psychology";0,319963144517888;-0,0963238947642886;0,00935904856794735;0,0324289530359638;0,0644971091617117;0,133533945087122;0,0357924296816802;0,0251229606883752;0,235177777920969;-0,0439549220067603;0,0722519395765398;0,010110413037295;0,19239931635534;0,0118245744100548;0,0439082202704857;0,0455421603194334;0,0506545439746191;0,138189136237896;-0,243650644865869
"Politics";0,0930701272655875;0,147659335553027;-0,0179182867849508;-0,066641068706445;0,111210027068297;-0,0467648591338585;0,0155126256116299;0,0706493666651278;0,678559421456471;-0,0554885568434897;0,0676865791316809;0,0574318957999062;-0,0592920921638706;-0,011768891119363;-0,0677254838544168;0,101154947312461;0,0653758110657633;-0,0732973534029597;-0,0417998270798097
"Mathematics";0,0207551281549816;0,487015509717718;-0,225714494468498;-0,0537386946799655;-0,0222223903473463;0,118739849755689;0,0157340449897989;0,281288357451486;-0,00861043955931381;0,0818397994903135;0,0501912770966046;0,044286197293011;0,066095697744715;-0,0116377282297838;-0,0758197854544416;-0,0392355642088307;-0,0424849057932969;0,0214747192469165;-0,189983669933336
"Physics";0,0979964819886744;0,580872823330669;-0,251806716144112;-0,0657077395853571;-0,0158782745091866;0,296197463900891;0,000550630804970109;0,279564253494317;-0,0272215347884344;0,00460997531840285;-0,00887368819204129;0,109522913667008;-0,0247641727910417;0,0257498125887563;-0,145219849032959;0,0663265219461247;-0,0659942164281019;-0,0484690167192861;-0,204296113891645
"Internet";-0,112791236495983;0,480130159298214;0,140862960934247;-0,00647294120473214;-0,038755596344672;-0,112220844140097;0,0511809290214544;-0,117179349303902;0,129500278844367;0,00598746853632895;0,00515506802394592;-0,0125125178682927;0,202957055838372;-0,103505644529059;0,0338932813851578;-0,132193315129832;-0,0500889630138875;0,0948567673471533;0,0447454388512723
"PC";-0,0522448182282663;0,712263251432304;-0,0798115251223;-0,0136057736980355;0,0327845763348882;-0,0905963070684914;0,0621858677256607;0,0261866472371225;0,0572853635938674;-0,0695682793565088;-0,0529062755931519;-0,0481348600657785;0,0376443682020389;0,03949923303558;0,0402478955284339;-0,0600287100333181;0,086747614416957;0,038923699509162;0,0228441694631721
"Biology";0,150674117557631;-0,0406532002728065;0,0678012366145654;0,0312172383924078;-0,0610856739090764;0,839734884368036;0,02066986373123;0,0688803300703883;-0,0356093129082176;0,0648619267808788;0,0696965959155249;-0,0145200910780694;0,0662670117999858;0,0383017170876738;0,0332463693597951;0,0207298885653107;-0,0190567933246125;0,0505826226640583;0,0191399689204258
"Chemistry";0,0429300942004311;0,038498375939411;-0,0352503821561993;0,00663241851622964;-0,0384017912148384;0,764875290923542;0,0278446981170623;0,136187552917738;-0,0934364552840294;0,0706633255468869;0,0232240271798021;-0,0300220885962554;-0,00621500866117212;0,00288139734022095;-0,00814891067511569;0,0643056534869802;-0,0275861415295556;-0,0418026948240073;-0,00717760504778071
"Reading";0,516684694799267;-0,25310080339495;-0,0150884563061494;0,0664994723145072;-0,0395009094244229;0,0982030289328381;0,140139876804948;0,0267026719666004;0,161891893628264;-0,0154218270104468;-0,0275329156452899;-0,0638561095748104;0,107649824482053;-0,107966249719341;0,0258173648127352;-0,0346707847715872;-0,0513640413602034;0,134734872322725;-0,0461348665319607
"Geography";0,116957128202533;0,0856341140582994;-0,0228924986921805;-0,060010639662226;0,00607717864959325;0,0488539822650934;0,0238857777992786;0,0504397340870996;0,406415526212118;0,0272659342131989;-0,00828176690042067;-0,0136407745480417;-0,0805248755670006;0,163541256194508;0,0256014963842415;0,0684820241922794;-0,0573019132112048;0,214234705810048;0,0801267712108066
"Foreign.languages";0,264304795882204;-0,0587988919623507;0,167168676313159;0,0175230052229676;0,0973796440437581;0,0239198470344415;0,149004763597307;0,0519189722133635;0,235162284261292;0,0887556928129783;0,035832814496358;-0,0411651505874315;0,0433912111648329;-0,0303393754030261;0,0648365951319543;-0,0271983741624333;-0,0881180659460832;0,341761285591913;-0,0119848949408216
"Medicine";0,153124031695162;-0,0262286396858858;0,0321217290217025;0,0110699393307809;0,00244465548831438;0,780647525369348;0,0330167525636686;0,0547220343031726;0,0718918546160458;0,0432434799137538;0,0822909801604798;-0,0506103249383994;0,00859751290754764;0,0681913928184101;0,0689677639438159;-0,0143792306689637;-0,0106432912518516;0,0145992341920164;0,00767728589042825
"Cars";-0,162549525370097;0,471474342306254;0,0644971846172243;-0,1658608968614;0,0728280114753702;-0,00835850928543195;-0,0333099952608462;-0,0522445958606271;0,0918143532598005;0,0338510344806514;-0,011260190583552;0,111982781721934;-0,0966499049725771;0,224397062670743;0,0782063801134729;0,042893867749036;0,107908356267612;-0,0939469206761073;0,127171903160858
"Art.exhibitions";0,659554653408701;-0,0927905972416719;0,071635500102256;0,0489845667060872;0,0407321540545173;0,0228134084707623;0,0576643705540643;0,130683487304816;0,0561736656783496;-0,13406426309683;0,0480827690330809;0,110055610459953;0,0510038792444569;0,139942947731526;0,00762552162893866;-0,0147984025703694;-0,0143833889833178;0,2330938066552;-0,0463954780395716
"Religion";0,322920433821355;0,0329557146934228;-0,105636454788839;-0,0239643560726246;0,0381718787735924;0,12708768608543;-0,057441650401843;0,0556821996746225;0,153054163638675;-0,0559878641027882;0,569103854237685;-0,0774077063051974;0,0152550831397866;0,0018876089092979;-0,109984712374272;0,0105911659703871;-0,0166537591103405;0,0589437477974893;0,0271063305493287
"Dancing";0,270354932806821;-0,164230976328693;0,174497282115146;-0,00427563732880346;0,114818370683739;0,13519776189992;-0,157758402911396;0,0561741192838494;0,0424938376315497;0,295714339199316;0,111711987055186;0,0462158786269193;0,146227429741878;0,334341286095517;-0,0104397272811535;-0,0751386853809798;-0,0971205260450656;0,0779988085065902;-0,0841586597362119
"Musical.instruments";0,407383367167641;0,0618882335523026;-0,0669073194190276;0,100026030946778;0,13087602653982;0,019717008416063;0,132116271495799;0,0519028406968925;-0,0160264983333776;-0,0628154545837639;0,147815363328963;0,00269731004723327;0,0452230793895605;0,181329338716595;0,0217238685994403;0,00186565769921174;-0,0616939091952154;-0,0441083647136455;-0,0329455217909897
"Writing";0,403796255489916;-0,0532765460337487;-0,0122943158701217;0,236914488674658;0,0885875308641459;-0,017893625590597;0,0414821485732969;0,048763910969582;0,141434469347999;-0,103372723042676;0,0502796906883242;-0,0740889873544687;0,0776959053139299;0,118776159997795;-0,0446808072109886;-0,0504493206739838;0,0245326056094274;0,0490845970136526;-0,18394666005905
"Active.sport";-0,0329233983212817;0,12405531494061;0,063987198602533;-0,160989297979272;0,154944569615312;0,0661843762384556;0,0273153390873586;0,0161701814985515;0,0815165078185911;0,0491944638087253;-0,0569125540833333;0,0290125223712106;0,00133697843425979;0,60109510569692;0,0409897695950497;0,0822333155928879;0,0421703559135674;-0,0516357703528182;0,01168921580187
"Celebrities";-0,0297240256367722;-0,0651905646075914;0,475405012102058;0,045702230664742;-0,103705022694845;-0,0533550586604655;-0,0507921855009036;-0,0147406707445234;0,104048159332892;0,219763311937146;0,0288473833508155;-0,0119340655730033;0,168163269068544;0,0549632154339447;0,00504137691013184;-0,195604279704099;0,0541644260298933;-0,036188324414218;0,0667553818156511
"Shopping";0,0744013335125712;-0,161795256348262;0,764411051539124;-0,0356484142225966;0,00253871542705338;0,0120050689330498;-0,120059331565233;0,0729561603237694;-0,116395149351998;0,093058633344234;0,0190917899376613;-0,0293751314730441;0,201001690193113;0,0517836041042633;-0,0498779143074588;-0,0859943879065915;0,0186755284843002;0,109440542621809;0,0379109581486626
"Science.and.technology";0,0716349335608405;0,563033109740135;-0,00718762337319915;-0,0443430674964794;0,0518195571292326;0,20987844529;0,0902058961251565;0,108135117224771;0,111172055139577;-0,0614897274958585;-0,0886800350226781;0,0801062222290004;-0,108490139984245;0,0225691068300387;0,0775152518333708;0,149038484909972;0,0481941048125553;0,0605162781542069;-0,0214869228988203
"Theatre";0,666743942576491;-0,167883621877363;0,0718790916153868;0,011901165394578;-0,0172824915221188;0,0882585752147679;0,0183075552197219;0,0911971345151067;0,0562281986915165;0,00387153912387526;-0,0209321034956416;0,12898096460718;0,0920842933009649;-0,0180713028736678;0,0740824148088069;-0,0742073122176877;0,0145382173515336;0,0663679448614188;-0,0239968439008022
"Fun.with.friends";0,0818157597914158;0,00203759430459396;0,112388779400197;-0,153721332171508;0,183531468994997;-0,00541710386957967;0,0433550479201886;-0,128127666638689;-0,0211093272033266;0,106611808941058;-0,0258951908669655;0,401991266781147;0,19779091884368;0,0734921464115499;0,0598888568806477;-0,0250329838360984;0,0457856628751399;0,114633612057038;0,121335886357491
"Adrenaline.sports";-0,0141587027422655;0,221464803930564;0,0529950534721204;-0,0586208439022204;0,269826601510484;0,0638089666229717;0,0174629840787773;-0,0692086458371154;0,0659839845490985;0,0282454000005386;-0,0513617969514076;0,203160026484402;-0,0793541531016951;0,437627360425237;0,0338533891727231;0,0365489209290921;0,130761158376863;0,125615472807045;0,00597874746209057
"Fear.of.public.speaking";-0,0249898272127225;-0,0270595710570525;-0,0369246335285325;0,179109749344442;-0,584257375480634;0,0361868108016928;0,0744423434828062;-0,0639235911524973;-0,0831818482239092;0,0261888105898703;0,00228617376345855;-0,0312468182566667;0,00726580231621829;0,0547172043350313;0,0126558222301429;-0,0798080603984002;0,0135424284823417;0,166497090142567;0,175064925042185
"Healthy.eating";0,0646937281476191;-0,00151126263305854;0,176395299755138;-0,103883980414273;0,0715013339807782;0,133907364497385;0,0235398582201184;0,257273225188745;0,0442469139191284;0,0402634330477885;0,0941542607113471;-0,0580599027421731;0,014372686525355;0,162236930407822;0,175251925522851;0,0600839536572285;-0,0757443662441614;0,137196531675106;0,0552975529449163
"Daily.events";0,0893255895485592;0,0727596002435431;0,115154321624326;0,00924774243736734;0,0747797839825391;-0,0576624091227955;0,0115385054593955;0,0991094854834981;0,566355674422113;0,0326849846096799;-0,0292927149768638;0,0507198653421866;-0,0111904665273905;0,00357064202644914;0,0904027152653312;-0,0181368520490979;0,0396556386480108;-0,00853341214576257;0,0313008348942137
"Prioritising.workload";0,03942062080774;-0,0174060300896823;0,0553082413690637;-0,0928382887631014;-0,00842952832797967;0,0306283774655119;-0,016902938149633;0,645238861277681;0,033588697773461;-0,00600971849144885;0,020395294244369;-0,069907898387089;0,00892865099103159;0,0565849871969262;0,177735717756611;-0,0388755031544474;0,0219794129719255;-0,0755735900932156;0,0241975214679668
"Writing.notes";0,198855327127032;-0,13109729478269;0,0829588030123062;0,0776312594913085;-0,0061315106477269;0,0126392462717631;-0,0336643908488928;0,471880649261029;0,0790535975165539;0,0862151441801432;0,0616740305402942;0,022485194287348;0,132567841851283;-0,0115041987499816;0,140362428893833;-0,021906971962114;-0,090657884205697;0,0330415606266747;0,0348150788529752
"Workaholism";0,203207275912802;0,0241397380511364;0,032801572739041;-0,00884243563129793;0,0651127670333255;0,145064409065133;0,0500264031259094;0,534711502012578;0,133389422573526;0,0147511018142852;-0,019937717988565;-0,0708112307983292;-0,0852375865565988;-0,0518189116673179;0,120733477207546;0,0743710605198694;-0,0657994191740767;0,113227700937777;-0,0468037704179282
"Final.judgement";-0,00864181981439402;-0,01971037852292;0,0780701121123488;0,00809798688522821;-0,0453929794625637;0,0325911554670789;0,0108622021977721;0,0275757422797365;-0,0158912690922115;0,0839068224954934;0,598419557627288;0,0382511909796448;-0,0103969587370256;-0,0277505101780578;0,219555373462853;0,0137099238076546;-0,0583693937284412;-0,026412743402016;-0,0466666856480229
"Reliability";0,096653752330264;0,0480688542006085;0,0568200685639105;-0,14597504985135;-0,00637727223417297;-0,00832785391645387;-0,0418336811361345;0,306766032838398;0,0597949331397666;0,0550250491193005;-0,00988566727063116;-0,0460912670395949;0,0559803863216813;-0,0371047031133374;0,507168996146659;0,00179910342261692;0,0393913295678422;0,0302911179116329;-0,0489142944243283
"Keeping.promises";0,0741012989282;0,0467375817878801;-0,0188755138942957;-0,00821791612511785;0,0088326884409408;-0,00374225189093768;0,0275512756082938;0,180451536460363;0,00407578826360907;0,041797421051404;0,0522478322001028;0,0490246173606424;0,03242649776425;0,08857208698313;0,499854219811747;-0,0245326611405666;-0,023301741084189;-0,0273423585261691;-0,0641075303730993
"Decision.making";0,0397914432368637;-0,0265570091568645;0,0200372672853056;0,118345737143414;-0,28972507316215;0,0661023462709164;-0,00577670455474032;0,213995998618459;-0,0748552683038562;-0,029066445046421;0,0857762241417969;0,0467324088668524;0,0878026925005526;-0,134396850384455;0,19258448150574;0,133574830433833;-0,0412844708957234;0,0637891038423366;0,0898807415334754
"Self.criticism";0,123667673529599;-0,0154812750612105;-0,029699277435954;0,340973959377514;-0,06235167916267;0,0223639706011298;0,0622953025304018;0,110713568604925;0,0471363488295089;0,000401420200210018;0,0302796146619882;0,0443389918222075;0,0249620379344039;-0,120087628938553;0,191821162812363;0,141883349623627;-0,0689560305804455;0,146802889055639;0,0056936015336678
"Empathy";0,122227662002306;-0,173348325622466;0,00333999898672211;-0,00119362600755098;0,0299713569790596;0,0589110085095347;0,0533112249849309;0,0339574097673447;-0,0116096344546301;0,109754395426917;0,090003812556102;0,0150117741192555;0,286888753429523;-0,0514927634828635;0,160215905639855;0,0607450316510482;0,0859680300379642;0,124244804524293;-0,0282542031649656
"Borrowed.stuff";0,035914303739082;0,0351485881987055;0,00875191520285064;0,0293714933091463;-0,0944212750182477;0,0571243973426983;-0,0052154841474609;0,0957527918716747;0,0202543586745171;0,0226486991819374;0,032764905463929;-0,0232640260763099;0,122289345503776;0,0115380352299074;0,41977435659888;0,0336938939971185;0,026599229536366;0,0164046593379392;0,106980818529213
"Loneliness";0,02921766400801;0,0194865912007633;0,0104701018240328;0,633374891682002;-0,114167203399512;0,0368325545651089;0,0843946327880155;-0,0764181200936917;0,0139846473850532;0,0135404680888831;-0,00685528297688237;-0,187220023711011;-0,023369155961359;-0,0132595796138399;0,10361893463817;-0,0380336232343922;-0,0481045929141049;0,0691019832789588;-0,0835334719403715
"Cheating.in.school";-0,110096795776711;-0,0170916205683527;0,0755704965670616;0,00589837777960044;0,0680355652359863;-0,107112993346911;0,00412704290466111;-0,320457418138492;0,0250517005423833;0,0263348685607608;-0,0766216718151233;0,235057847609821;0,0936540588521202;0,0920751560475609;-0,14949387926979;0,0436471865037721;0,108393297704793;0,0525872529267894;0,275257332041378
"Health";-0,0462933050137045;-0,0384801497442656;0,228989548425128;0,180650048805902;-0,165796536396533;0,0695390152025325;-0,029713423214373;0,175969884345716;0,0990881197127626;0,0761642804448119;0,0796151921821179;0,114617715790918;0,145702590713553;0,0310804206123676;0,13550144207739;-0,0269868116737017;-0,0339961174678608;-0,0457629885231084;0,228427189315641
"Changing.the.past";-0,00706488212721556;0,0592542579304388;0,0888786408385702;0,489399227172297;-0,0961682528530495;-0,0203950347861559;0,0216120929384663;-0,114834498407887;-0,0571777568668342;-0,00656241286876313;0,0750336449685583;0,0553827634418262;-0,01195641432726;0,0635787301873411;-0,0144305131098979;0,0213092358250807;0,0710951552317312;-0,0395726229309256;0,0884334355564934
"God";0,076735703534081;-0,0926096676405546;0,0662064088052108;-0,00162445977879992;0,0130780003637401;0,0332858108635869;-0,0556698354749835;0,0413096817482405;-0,0344634334340005;0,094387197404184;0,778325554097076;-0,0263263272833773;0,0628209500946496;-0,03434894280331;-0,0255665807979018;0,0231479314071392;-0,05190452034785;0,0207474419236163;0,0522999760581878
"Dreams";-0,0488548501596928;0,0529103360778533;0,0299143207121303;-0,273792670833114;0,100456025314236;0,020397184705241;-0,0327310879942553;-0,0156887168030697;0,0483556233847945;0,0301507595352195;0,0212393480294609;-0,0094643632142913;0,0364760559038106;0,0304178237265236;0,0346885359839276;0,0681566262921765;-0,0985490244253008;0,0190316592711877;-0,00576055754518379
"Charity";0,255751839880614;0,00339761495400702;0,106204432198701;0,0291141802049509;0,066404756983677;0,0857114383666342;0,0273766759999832;0,110586932548897;0,207095241668081;-0,0149255047813276;0,227494723826176;-0,00218907775071584;-0,0986103191704316;0,123006135903161;0,0876742124849778;-0,0208492404672598;0,0359635703425769;-0,00330659320788798;-0,0482332540831701
"Number.of.friends";0,0462617174666845;-0,0325338740653702;0,102244102028431;-0,271792111098072;0,405402544237606;-0,0779855406779477;0,0348724643012694;-0,0168126106218728;-0,00400188315537774;0,101299406374906;0,12322420493333;0,357738771886677;0,064706748449591;0,133774207310417;0,016159136390592;-0,054091292401466;0,0276307002931907;-0,000819462491413857;0,128495848150155
"New.environment";0,000964297513693292;0,0901098789612399;0,0100539721063229;-0,212165823194291;0,51277547630586;-0,0055568391663206;0,0181136930650024;-0,0995884564499306;9,17844139838031e-05;-0,00101224066236687;0,00484443854961914;-0,019549648742943;-0,0121756135692701;0,0369850860766449;0,000419665870642136;-0,00682972487835819;-0,0100047924594927;0,188710793403881;0,0664989976629465
"Mood.swings";0,0397562007687055;-0,151579707076326;-0,00445035866836836;0,539430859382511;-0,0565424597933514;0,0302708147183648;-0,0809725345471728;0,0910213957271771;-0,000388565278049261;0,0228611356599836;-0,0062677618326858;0,0687861573371241;0,0894444958841776;-0,0537478683538205;-0,0852220036594864;-0,0627879467448798;-0,106687683568387;-0,0257059258793428;0,0426101920402134
"Appearence.and.gestures";-0,0182475672444297;-0,104827163735528;0,419831525358523;0,100150460862128;0,137973078828993;0,0629926923620593;-0,0620095321268658;0,0639946499260274;0,11265359147774;0,0707017274684176;-0,00489881761236158;0,10027002119957;0,0766155922688545;-0,0797962832879118;0,0858562633703688;0,111773022367649;0,000858433023865238;0,000648465501631356;0,0592735875770631
"Socializing";0,0310397254467731;-0,0110591815476241;0,123509103799587;-0,0581087492280441;0,567958051000405;0,0239084519301547;-0,020097594523851;0,0452656396996331;0,0134006170789126;0,101086790304787;0,0262488732993916;0,156174442067087;0,00879973545603088;0,116323199725443;-0,0517989021023994;-0,0114335696612789;0,0606646592223311;0,213445938133553;0,0554229438340777
"Getting.angry";-0,103368075737227;-0,124480973989144;0,119929968585897;0,393594431598349;0,000626038320392062;0,00965180004344838;-0,0517052770955852;0,0832843083225812;0,0828104407186888;0,00868257297325644;-0,0582316507269585;0,111105113275221;0,0581414931273887;-0,0483909662277905;-0,160051460293585;-0,0315332764318163;-0,0560527415668222;-0,200716800416807;0,170648076291267
"Knowing.the.right.people";0,00932501800327645;0,120284744157287;0,290778109879345;0,0574004656282928;0,276759194737857;-0,0164024747566488;-0,01090008556053;0,150343121461179;0,155640803286943;0,141646489934119;-0,054666435504133;0,22263178496264;-0,0502086174250678;-0,0549122146606851;0,0365579772765834;0,0114818659447394;-0,0235664112831777;-0,00141108708407049;0,117496651472514
"Public.speaking";-0,0933729449843849;-0,063677912580582;0,0926559447504872;0,120784409095253;-0,569460960248199;0,0414560996895273;-0,0477958460267527;0,0176580098256803;-0,119083553069783;0,019851068707398;0,0293495749748946;-0,0145914948383085;0,0506902198774774;-0,0446298229996254;0,0921212214316705;-0,0657832041138059;-0,00215232249339904;0,121642332280032;0,124091779947819
